WSPD,WVHT,APD
9.8,2.75,6.91
10.2,2.59,6.47
11.1,3.08,6.25
12.0,3.02,6.14
12.3,2.99,6.03
12.1,2.98,6.05
12.2,3.17,5.85
12.0,2.92,5.87
11.7,3.45,6.57
11.8,3.42,6.33
12.5,3.38,6.29
12.0,3.44,6.32
12.2,3.80,6.92
12.4,3.85,6.76
10.9,3.79,6.61
11.3,3.79,6.96
11.1,3.91,6.89
10.3,3.35,6.51
10.1,3.66,7.13
9.2,3.68,7.15
9.3,3.48,6.95
8.2,3.67,7.19
7.2,3.45,7.10
9.0,3.25,6.65
8.0,3.30,7.23
7.9,3.13,7.11
7.7,3.42,7.12
8.6,3.32,6.90
8.2,3.19,6.81
8.9,3.29,6.77
9.6,3.62,7.10
9.4,3.26,6.67
8.5,3.56,7.19
8.8,3.58,6.99
9.3,3.77,7.17
9.1,3.64,6.91
9.2,3.48,6.63
9.4,3.65,7.20
8.3,3.55,7.04
8.0,3.27,6.83
7.7,3.14,6.77
7.8,3.11,6.60
7.0,2.92,6.61
6.4,2.93,6.69
6.7,2.73,6.70
5.4,2.66,6.52
5.0,2.69,6.65
4.2,2.69,6.81
3.4,2.40,6.62
2.4,2.42,6.70
2.5,2.44,6.77
2.0,2.27,6.62
1.5,2.41,6.60
1.7,2.31,6.68
1.4,2.23,6.59
1.0,2.18,6.58
1.4,2.20,6.93
0.9,2.08,6.89
1.1,2.02,6.76
1.8,1.99,6.85
2.0,1.96,6.87
2.6,1.81,6.96
2.8,1.80,6.90
2.9,1.99,7.43
2.9,1.89,7.39
3.3,1.86,7.30
3.1,2.00,7.44
3.1,1.93,7.31
3.5,1.87,7.58
4.0,1.98,7.75
4.4,1.91,7.34
5.0,2.55,8.84
5.4,2.35,7.85
5.7,2.60,8.33
6.3,2.63,8.24
5.6,2.57,8.32
5.1,2.57,7.86
7.0,2.58,7.90
8.1,2.36,6.97
9.4,2.32,6.52
9.5,2.31,5.98
10.4,2.28,5.62
10.7,2.43,5.64
10.7,2.22,5.39
11.8,2.26,5.31
13.3,2.22,5.07
12.8,2.38,5.22
13.0,2.59,5.28
14.3,2.69,5.26
15.7,3.24,5.59
16.0,3.38,5.72
16.7,3.81,6.01
17.2,4.77,6.54
18.5,4.72,6.64
18.1,5.52,7.20
18.1,6.07,7.62
16.6,6.21,7.60
15.5,6.04,7.75
14.1,5.19,7.11
13.6,4.89,7.16
12.3,4.60,7.14
11.0,4.81,7.32
11.2,4.46,7.39
12.0,5.29,7.90
12.0,5.01,7.59
11.9,5.11,7.80
12.2,5.08,7.67
11.9,5.01,7.86
12.6,4.98,7.72
13.2,4.70,7.37
13.7,4.52,7.37
12.5,4.08,6.91
12.8,4.27,6.91
12.8,4.61,7.09
13.6,4.77,7.05
13.7,4.28,6.74
15.0,4.84,7.08
15.0,4.47,6.66
15.1,4.43,6.68
14.3,4.23,6.61
14.1,4.75,6.88
14.9,4.68,6.88
15.1,4.49,6.61
12.6,4.37,6.62
13.0,4.43,6.85
11.1,3.97,6.66
11.4,4.09,6.74
11.2,3.90,6.69
10.5,4.38,6.95
10.5,4.17,7.00
10.3,3.49,6.33
11.3,3.48,6.30
10.6,3.38,6.34
10.4,3.24,6.22
10.2,3.05,5.88
10.6,3.06,6.05
10.2,3.03,6.16
9.2,2.85,6.14
8.2,2.85,6.28
6.9,2.70,6.19
7.4,2.68,6.53
7.9,2.67,6.39
7.5,2.82,6.52
4.5,2.69,6.61
4.9,2.45,6.36
3.9,2.25,6.15
3.9,2.56,6.64
5.8,2.31,6.46
6.4,2.09,6.60
8.6,2.07,6.24
9.1,2.06,5.83
9.7,2.21,6.08
9.1,2.11,5.65
10.7,2.06,5.22
12.3,2.34,5.30
12.0,2.54,5.35
12.8,2.58,5.23
10.8,2.90,5.46
8.2,2.73,5.70
7.1,2.81,5.89
7.9,2.77,6.14
7.2,2.84,6.20
6.0,2.83,6.61
5.4,2.99,6.93
6.4,3.07,7.06
6.1,2.83,7.00
6.8,2.85,6.67
6.3,2.99,6.89
6.9,2.97,6.71
6.2,3.24,7.05
7.4,3.15,7.04
6.4,3.33,7.18
5.4,3.46,7.46
4.4,3.43,7.46
3.2,3.94,8.37
4.0,4.90,9.34
3.9,5.46,9.93
2.0,6.26,10.81
2.1,5.54,10.34
6.0,5.79,10.69
3.6,6.03,10.74
3.6,4.95,10.05
2.5,4.87,10.05
3.4,5.07,10.23
4.4,4.43,9.53
4.0,4.73,9.70
5.8,4.86,9.49
6.3,4.28,9.20
6.3,4.81,9.83
7.7,4.09,8.84
7.5,3.98,8.81
9.1,4.15,8.63
9.9,4.40,8.74
9.2,4.08,8.26
9.4,4.17,8.44
10.0,4.05,8.22
9.9,4.59,8.98
10.3,4.46,8.52
11.7,4.69,8.52
11.5,4.36,8.03
10.3,4.79,8.39
11.8,4.27,7.73
12.6,4.62,7.88
10.5,4.83,7.95
11.1,4.73,7.60
10.5,5.03,8.18
9.1,4.57,8.00
9.2,4.87,8.13
8.9,4.40,8.14
7.7,4.61,8.26
6.8,4.13,7.86
7.6,3.89,7.93
8.2,4.21,7.77
8.7,3.50,7.34
8.7,3.18,6.91
7.2,3.15,7.04
8.4,3.30,7.05
8.9,3.12,6.55
9.9,2.87,6.50
9.2,2.81,6.31
9.2,2.89,6.29
9.0,2.93,6.52
10.6,3.00,6.34
9.8,2.95,6.29
10.3,2.96,6.26
10.2,3.14,6.37
12.4,3.23,6.36
12.6,3.22,6.22
14.0,3.57,6.51
14.7,3.69,6.38
15.0,4.58,6.92
15.7,4.53,6.77
15.9,5.27,7.22
15.1,5.27,7.29
13.8,5.28,7.33
12.5,5.71,7.60
12.0,5.25,7.64
11.9,4.97,7.85
13.3,5.11,7.89
12.2,5.31,8.30
11.6,5.21,7.82
11.5,6.25,8.59
13.3,5.65,8.14
14.9,5.99,8.43
13.7,6.36,8.49
14.5,6.07,8.23
17.2,6.63,8.59
16.8,5.92,8.16
17.2,7.38,8.58
16.1,6.62,8.54
15.2,6.49,8.22
15.4,7.05,8.64
14.4,6.72,8.54
14.1,6.84,8.60
13.3,7.31,9.18
13.0,6.70,8.98
12.3,6.40,8.73
11.4,6.46,9.03
10.7,6.95,9.35
11.6,6.08,8.77
9.7,6.23,9.13
9.2,6.09,9.07
7.4,5.71,8.57
6.6,5.69,8.74
5.1,5.39,8.86
3.6,5.16,8.57
3.2,5.33,9.03
4.7,4.77,8.93
6.1,4.43,8.78
8.6,4.26,8.80
9.2,4.43,8.80
11.2,4.27,8.34
10.5,3.98,7.92
10.7,3.90,7.28
11.0,3.57,6.92
12.5,3.57,6.57
14.0,3.59,6.23
13.8,3.47,6.09
13.9,4.29,6.45
12.9,4.11,6.49
10.8,4.30,6.78
9.6,3.99,6.84
7.3,4.05,7.13
6.5,3.76,7.15
7.1,3.69,7.25
6.8,3.74,7.31
6.3,3.35,7.11
7.0,3.23,7.06
6.5,3.82,7.56
6.0,3.08,6.90
5.6,3.58,7.06
5.4,3.56,7.32
5.0,3.21,6.83
4.4,3.43,7.14
3.4,3.18,6.99
3.3,2.77,7.06
3.6,2.61,7.01
2.8,2.53,6.89
2.3,2.57,6.94
2.1,2.64,7.14
1.0,2.70,7.16
1.2,3.12,7.69
0.2,3.03,7.94
0.9,3.41,8.14
1.2,3.14,8.48
1.5,4.51,10.16
2.2,4.91,10.90
2.7,4.70,10.17
2.6,4.88,11.17
3.5,4.84,10.70
3.5,5.00,10.84
2.4,5.17,11.46
2.7,4.82,10.81
1.6,4.30,10.33
2.8,4.53,10.34
2.8,4.54,10.92
1.0,4.61,10.74
3.0,4.68,10.90
3.3,4.68,10.11
2.0,4.61,10.60
0.6,4.30,10.11
1.6,4.67,10.67
3.4,4.31,9.69
4.3,4.12,9.47
5.6,4.20,9.34
6.4,4.15,9.56
4.9,4.27,9.44
5.2,4.04,9.51
6.8,3.69,8.76
7.7,3.64,8.37
8.3,3.63,8.00
7.6,3.73,8.12
8.2,3.57,8.14
9.3,3.43,7.58
10.6,3.26,7.15
11.5,3.16,6.66
12.1,3.06,6.23
12.1,3.08,6.00
10.2,3.19,6.33
10.1,3.10,6.15
8.6,3.23,6.34
7.2,3.09,6.45
5.3,2.97,6.70
5.1,3.09,6.75
5.5,2.72,6.53
5.3,2.75,6.63
5.5,2.55,6.45
5.4,2.73,6.71
5.7,2.63,6.80
5.3,2.71,6.62
5.0,2.79,6.66
4.6,2.99,7.14
4.7,3.02,6.89
4.1,2.86,6.81
3.6,3.23,7.64
3.2,3.55,8.35
2.6,3.91,9.28
2.7,4.07,9.71
2.0,4.36,10.13
1.6,4.59,10.22
1.3,4.91,10.36
1.1,5.02,10.44
1.1,4.83,10.29
1.5,4.35,9.67
2.1,5.15,10.27
2.9,4.97,9.64
4.3,4.59,9.71
5.6,5.11,10.37
5.9,4.93,10.11
6.6,4.55,9.72
6.9,4.64,9.87
7.2,4.71,9.60
6.6,4.32,9.17
7.4,4.50,9.41
7.5,5.28,10.08
7.5,4.90,9.25
8.0,4.42,8.58
7.7,4.73,9.30
8.1,4.61,8.74
8.3,4.03,8.37
7.9,4.25,8.83
7.6,4.55,8.48
7.2,4.63,8.53
7.3,4.38,8.34
6.5,4.36,8.08
6.8,4.02,8.40
7.4,4.10,8.30
7.2,3.86,7.99
7.1,3.73,8.09
7.1,3.59,7.88
6.4,3.21,7.49
5.9,3.19,7.65
6.5,2.91,7.42
6.3,3.18,7.72
5.7,3.26,7.61
6.1,3.18,7.39
7.0,3.14,7.29
5.7,3.11,7.50
5.9,2.99,7.46
5.5,2.93,7.43
6.0,2.97,7.43
5.5,2.81,7.24
5.1,2.67,7.21
5.2,2.74,7.30
4.7,2.50,7.12
5.1,2.73,7.40
4.8,2.56,7.17
3.9,2.48,6.85
4.0,2.66,7.17
3.7,2.59,7.34
4.3,2.45,7.39
3.0,2.76,7.78
3.3,2.66,7.85
3.3,2.73,7.93
4.3,2.62,7.84
5.6,2.49,7.82
6.4,2.44,7.86
6.3,2.59,7.44
7.5,2.44,7.22
8.9,2.52,6.79
8.4,2.67,6.71
9.4,2.69,6.43
9.6,2.58,6.26
9.4,2.62,6.27
10.1,2.44,6.08
10.2,2.61,6.01
8.4,2.87,6.56
10.3,2.94,6.30
10.2,2.85,6.23
10.2,2.98,6.47
9.8,2.89,6.41
8.6,2.92,6.45
8.4,2.89,6.48
7.9,3.04,6.93
8.8,3.05,6.71
9.5,2.93,6.58
9.5,3.18,6.78
10.4,3.43,6.93
9.9,3.11,6.50
11.0,3.67,7.08
11.0,3.25,6.39
11.5,3.87,6.89
11.1,4.09,7.35
11.3,3.78,6.76
11.2,4.32,7.20
10.6,4.32,7.33
9.3,4.62,7.68
9.9,3.93,7.16
10.4,4.24,7.21
10.3,3.90,7.05
10.8,4.07,7.22
10.3,4.03,7.05
9.7,3.85,6.96
10.4,3.89,6.81
9.2,3.82,7.15
9.1,4.19,7.31
8.8,3.77,7.36
8.4,3.80,7.23
8.6,4.19,7.49
8.4,3.78,7.23
9.2,3.63,6.97
9.5,3.69,7.07
9.1,3.55,6.81
7.8,3.22,6.59
7.9,3.34,7.04
7.9,3.27,7.03
8.5,3.18,6.78
8.7,3.02,6.70
8.5,3.05,6.80
9.7,3.00,6.50
10.1,3.03,6.37
10.0,3.17,6.69
9.7,3.28,6.63
9.1,2.99,6.34
8.9,3.14,6.57
8.8,3.34,7.07
8.6,2.98,6.52
9.2,3.13,6.61
7.7,3.18,6.72
8.3,3.09,6.73
7.3,2.90,6.66
6.6,3.17,7.10
5.4,3.04,6.94
5.1,3.25,7.08
5.5,2.82,7.03
6.4,2.75,7.01
5.2,2.85,7.00
3.7,2.59,6.74
2.1,2.61,6.70
5.3,2.48,6.78
5.0,2.34,6.81
7.2,2.38,6.85
7.6,2.23,6.42
8.7,2.12,5.95
10.8,2.16,5.66
11.3,2.27,5.55
11.8,2.45,5.29
12.0,2.50,5.26
12.6,2.82,5.35
12.2,3.02,5.55
11.2,2.83,5.45
7.7,3.05,5.70
6.5,3.21,6.07
10.4,2.77,6.27
10.6,2.74,5.92
11.4,2.98,6.31
8.9,3.26,6.62
9.9,3.16,6.52
9.5,3.32,6.82
8.4,3.19,6.71
7.3,3.11,6.80
7.0,3.05,6.71
7.2,2.95,6.62
6.1,3.00,6.64
6.2,3.08,7.02
6.1,2.98,6.97
5.0,3.08,7.07
4.9,3.11,7.40
5.1,3.13,7.10
3.5,3.05,7.26
3.3,3.17,7.33
3.5,2.99,7.59
2.7,3.11,7.70
1.9,3.15,7.86
2.1,3.35,8.44
2.4,3.18,8.13
3.9,3.53,8.37
4.2,3.03,7.97
4.5,3.16,8.15
4.2,2.99,7.85
2.4,3.50,8.45
4.0,3.36,8.18
4.5,3.63,8.72
5.4,3.52,8.46
6.5,3.53,8.70
5.3,3.34,8.57
4.8,3.91,9.48
5.5,4.04,10.02
5.1,3.82,9.41
4.2,4.01,9.81
3.5,4.46,10.35
3.2,3.64,9.86
2.9,4.04,10.39
3.2,3.89,10.54
3.0,3.57,9.93
2.3,3.52,9.50
4.5,3.69,9.83
3.8,3.54,9.67
4.8,3.62,9.71
3.3,3.45,9.76
4.3,3.66,10.22
3.6,3.53,10.42
2.8,3.34,9.88
3.2,3.61,10.01
3.6,3.33,9.92
2.5,3.52,10.24
3.0,3.04,9.41
3.7,2.92,9.20
4.2,2.86,8.86
4.5,2.95,8.85
4.1,2.65,8.67
3.4,2.44,8.40
3.2,2.63,8.55
2.8,2.49,8.42
4.2,2.56,8.41
4.3,2.51,8.59
3.1,2.32,8.23
3.3,2.41,8.16
3.8,2.19,8.15
4.2,2.21,7.75
4.3,2.21,7.95
3.8,2.09,7.72
3.8,2.22,7.83
3.1,2.07,7.43
1.9,2.03,7.42
4.0,1.93,7.36
4.6,1.99,7.55
5.3,1.95,7.29
5.0,1.94,7.17
4.2,1.90,7.14
4.2,1.60,6.62
5.0,1.73,6.81
6.1,1.61,6.36
5.5,1.60,6.12
5.1,1.79,6.48
4.7,1.77,6.63
5.1,1.66,6.60
4.8,1.68,6.82
4.5,1.64,6.85
4.7,1.77,6.77
3.5,1.72,6.79
3.2,1.74,6.93
2.5,1.72,6.83
1.6,1.58,6.51
1.4,1.55,6.38
1.8,1.56,6.21
2.7,1.55,6.37
3.9,1.48,6.41
3.4,1.42,6.58
3.8,1.41,6.75
3.8,1.42,6.84
4.0,1.30,6.45
3.8,1.34,6.55
3.9,1.35,6.62
4.3,1.36,6.53
4.1,1.32,6.43
3.6,1.33,6.12
2.1,1.21,5.72
2.1,1.24,5.97
5.1,1.24,5.84
2.1,1.17,5.79
1.6,1.21,6.16
1.9,1.13,6.22
1.8,1.11,6.20
1.6,1.10,6.37
2.5,1.11,6.51
4.5,1.16,6.63
2.5,1.16,6.57
1.9,1.19,6.40
1.1,1.17,6.40
0.3,1.15,6.38
0.5,1.11,6.56
0.4,1.18,6.64
1.3,1.02,6.35
1.0,1.21,7.08
1.6,1.05,6.74
0.9,1.04,6.77
0.2,1.14,7.25
0.4,1.04,6.94
2.9,1.11,7.16
0.1,1.10,7.12
1.2,1.10,7.11
3.4,1.00,6.79
3.5,1.07,7.10
3.2,1.13,7.13
4.9,1.05,6.91
5.6,1.04,6.26
5.5,1.01,5.66
6.0,0.92,4.98
6.1,0.97,5.11
7.0,0.96,4.57
7.1,0.98,4.36
7.3,1.00,4.20
7.5,0.97,4.30
8.2,1.04,3.92
8.3,1.11,3.86
7.9,1.20,3.97
7.6,1.20,3.93
7.0,1.30,4.22
7.6,1.29,4.16
8.0,1.31,4.17
8.7,1.49,4.26
7.7,1.40,4.28
7.3,1.55,4.51
7.1,1.48,4.52
7.0,1.55,4.81
6.7,1.60,4.96
5.9,1.62,5.05
6.3,1.58,5.06
6.5,1.48,4.92
6.3,1.60,5.13
5.5,1.55,5.07
5.7,1.51,5.18
5.1,1.47,5.15
4.3,1.55,5.38
4.2,1.72,5.76
3.6,1.79,6.09
3.4,2.00,6.65
2.8,2.02,6.90
3.5,1.98,6.78
3.4,1.75,6.39
4.1,2.16,6.91
4.2,2.01,6.79
4.7,1.98,6.94
7.2,1.89,6.54
7.9,1.93,6.34
6.4,1.76,5.76
5.7,1.86,5.83
4.0,1.78,6.12
7.3,1.67,5.77
6.1,1.67,5.69
7.1,1.74,5.47
5.9,1.85,5.79
6.9,1.70,5.55
6.9,2.06,6.20
7.7,1.88,5.86
7.6,99.00,99.00
9.0,1.77,5.29
8.2,1.77,5.39
8.5,1.81,5.19
7.6,1.85,5.11
7.7,1.80,5.36
7.8,1.81,5.26
8.1,1.90,5.26
8.1,99.00,99.00
7.7,99.00,99.00
7.8,1.82,4.97
8.7,1.82,5.06
8.0,99.00,99.00
9.0,1.86,5.11
8.9,2.09,5.22
9.2,2.19,5.43
9.9,2.10,5.37
10.6,2.26,5.33
9.8,2.41,5.52
10.8,2.41,5.46
9.5,2.37,5.40
9.1,2.32,5.37
8.9,2.14,5.31
8.2,2.10,5.36
8.8,2.05,5.30
7.8,1.89,5.15
7.8,1.98,5.44
8.5,2.03,5.31
7.5,2.17,5.69
7.6,2.26,5.44
8.4,2.15,5.43
8.1,2.12,5.20
8.3,2.15,5.24
7.6,1.95,5.06
8.2,1.99,5.26
8.4,1.95,5.13
8.1,1.87,5.06
7.9,2.08,5.52
6.5,1.94,5.49
6.1,2.02,5.61
5.6,1.81,5.45
5.0,1.90,5.61
5.5,1.75,5.42
4.8,1.88,5.63
4.9,1.85,5.49
5.0,1.63,5.47
4.1,1.58,5.32
3.5,1.56,5.31
3.8,1.46,5.30
3.7,1.30,5.27
2.9,1.22,5.41
2.4,1.31,5.50
2.7,1.27,5.57
2.6,1.30,5.66
3.4,1.37,5.85
4.2,1.35,5.55
3.1,1.45,5.65
5.4,1.49,5.76
5.1,1.49,5.65
4.2,1.36,5.30
4.0,1.27,5.49
6.6,1.45,5.83
6.1,1.43,5.45
6.0,1.43,5.28
6.2,1.51,5.47
8.2,1.52,5.43
10.1,1.73,5.43
9.9,1.76,5.03
9.6,1.94,5.25
9.6,2.08,5.18
9.9,2.15,5.33
10.1,2.25,5.41
9.3,2.39,5.56
10.1,2.57,5.60
10.3,2.53,5.58
8.6,2.53,5.43
8.6,2.43,5.54
9.7,2.46,5.66
10.1,2.79,5.96
9.7,2.73,5.95
7.1,2.90,6.09
6.7,2.52,5.74
6.1,2.68,6.05
8.0,2.54,6.07
6.8,2.35,5.82
8.7,2.19,5.45
8.4,2.31,5.53
7.1,2.06,5.58
5.9,2.12,5.58
6.8,2.00,5.64
6.1,1.95,5.58
4.8,2.05,5.74
4.8,1.81,5.57
4.1,1.75,5.55
3.2,1.68,5.41
3.3,1.76,5.54
4.0,1.50,5.25
4.9,1.49,5.37
4.0,1.46,5.34
3.7,1.33,5.30
4.8,1.30,5.21
5.5,1.30,5.31
5.8,1.30,5.05
6.3,1.30,5.01
6.3,1.32,4.84
6.4,1.24,4.69
6.8,1.21,4.71
7.2,1.17,4.45
7.7,1.18,4.34
7.7,1.26,4.33
9.8,1.35,4.46
8.3,1.50,4.57
8.5,1.47,4.65
8.4,1.63,4.79
9.1,1.73,4.84
8.9,1.84,4.98
8.8,2.01,5.12
8.6,2.13,5.21
7.9,2.20,5.23
8.1,2.38,5.65
7.6,2.27,5.41
6.6,2.29,5.56
6.1,2.13,5.65
5.5,2.11,5.92
4.5,2.14,6.11
3.7,2.13,6.27
5.3,2.36,6.41
3.9,2.37,6.56
4.4,2.28,6.44
4.5,2.21,6.37
5.2,2.30,6.59
4.9,2.13,6.27
6.1,2.01,6.20
6.7,1.81,6.01
6.8,1.85,5.87
7.4,1.86,6.02
7.9,1.74,5.46
8.3,1.76,5.32
8.2,1.87,5.34
8.5,1.93,5.41
8.0,1.91,5.31
8.4,1.97,5.35
9.0,1.88,5.24
9.2,1.93,5.11
8.5,1.98,4.96
8.9,1.93,5.13
8.7,1.94,4.98
8.8,1.83,5.05
8.7,1.70,4.69
8.6,1.91,5.04
8.9,1.96,5.11
8.6,1.78,4.85
8.7,1.74,5.00
7.9,1.79,5.11
7.5,1.75,5.20
7.5,1.73,4.92
7.7,1.73,4.97
7.6,1.69,4.98
7.2,1.64,4.97
8.2,1.55,4.76
8.7,1.75,4.85
8.8,1.75,4.73
8.8,1.71,4.69
8.7,1.81,4.95
8.9,1.77,4.86
8.3,1.83,4.86
8.5,1.82,5.09
8.7,1.90,5.05
8.3,1.83,4.92
8.3,1.73,4.84
8.0,1.79,4.94
5.0,1.84,5.03
5.3,1.58,4.93
6.9,1.63,5.24
5.8,1.59,5.28
7.2,1.52,5.10
7.2,1.61,5.27
6.9,1.60,5.08
6.3,1.60,5.38
5.9,1.55,5.29
5.8,1.58,5.17
6.4,1.51,5.03
6.8,1.47,5.05
6.5,1.58,4.97
7.2,1.55,5.14
5.6,1.55,4.99
5.5,1.53,5.12
5.3,1.52,5.05
4.8,1.48,5.04
4.9,1.49,5.34
4.8,1.48,5.34
4.4,1.36,5.13
4.3,1.27,5.11
4.0,1.27,5.13
3.9,1.32,5.21
3.8,1.21,5.03
3.9,1.22,5.32
4.2,1.28,5.53
3.9,1.22,5.39
3.6,1.33,5.50
3.7,1.27,5.55
3.4,1.20,5.45
2.7,1.31,5.43
3.6,1.23,5.65
3.5,1.09,5.32
2.8,1.11,5.43
3.0,1.07,5.51
3.6,1.13,5.64
3.6,1.19,5.77
3.6,1.17,5.83
2.3,1.18,5.69
1.4,1.16,5.95
3.4,1.22,5.94
2.1,1.14,5.60
2.0,1.16,5.74
2.0,1.26,5.88
2.0,1.25,5.98
2.8,1.25,5.87
4.1,1.30,5.94
3.3,1.28,5.94
3.2,1.32,6.03
3.9,1.17,5.68
4.0,1.20,5.89
4.3,1.31,6.04
4.8,1.19,5.47
5.4,1.37,5.48
4.9,1.33,5.37
3.6,1.31,5.31
5.8,1.39,5.56
4.9,1.33,5.55
4.5,1.34,5.63
4.2,1.37,5.58
5.1,1.21,5.25
5.1,1.24,5.20
4.4,1.36,5.49
5.1,1.21,5.20
5.9,1.29,5.27
6.1,1.23,5.11
5.7,1.12,4.86
6.4,1.29,5.00
7.7,1.23,4.66
7.8,1.40,4.87
9.2,1.37,4.46
9.4,1.61,4.64
10.1,1.67,4.66
10.6,1.92,4.70
9.4,2.14,4.94
9.4,2.03,4.95
9.0,1.98,4.82
8.8,2.02,5.09
7.5,1.91,5.03
6.6,1.83,5.04
6.7,1.93,5.18
6.7,1.66,4.91
6.6,1.68,4.97
7.0,1.54,5.02
7.6,1.67,5.22
7.1,1.55,5.01
6.1,1.62,5.13
7.8,1.85,5.19
7.1,1.93,5.26
5.5,1.92,5.36
3.5,2.05,5.53
1.5,2.06,5.78
1.2,2.16,6.08
1.4,2.17,6.20
4.3,1.97,6.21
5.8,1.95,6.28
6.9,1.83,6.12
9.9,1.64,4.85
10.2,2.18,5.30
7.7,2.03,5.27
9.1,2.03,5.34
8.2,2.07,5.27
8.2,1.88,5.04
6.6,1.83,5.24
7.4,1.84,5.12
7.6,1.80,5.04
7.7,1.64,4.87
8.0,1.70,4.87
8.7,1.65,4.59
8.9,1.72,4.57
8.4,1.65,4.45
8.4,1.59,4.65
7.8,1.79,4.83
8.7,1.69,4.85
8.7,1.69,4.67
8.3,1.95,5.09
8.7,1.91,5.05
8.4,1.98,5.30
8.4,2.12,5.43
8.6,2.22,5.48
7.9,2.19,5.58
7.9,2.53,5.90
6.9,2.66,6.25
6.7,2.64,6.48
6.5,2.41,6.33
7.2,2.68,6.50
6.2,2.52,6.49
6.1,2.38,6.42
5.1,2.22,6.33
6.0,2.16,6.13
5.0,2.15,6.50
4.3,2.07,6.46
3.6,2.15,6.76
3.7,1.99,6.52
5.3,2.08,6.64
3.7,1.95,6.52
3.3,1.87,6.41
4.1,1.90,6.36
3.4,1.95,6.30
2.8,1.81,6.48
2.8,2.04,6.95
2.3,1.78,6.58
2.9,1.66,6.38
3.7,1.72,6.51
3.5,1.69,6.40
3.1,1.72,6.77
3.7,1.53,6.59
3.1,1.64,6.81
3.5,1.59,6.88
3.7,1.52,6.84
2.9,1.80,7.05
3.4,1.67,6.71
3.7,1.57,6.74
3.8,1.58,6.71
4.1,1.45,6.59
5.3,1.28,6.26
3.9,1.40,6.19
3.3,1.42,6.17
5.3,1.39,6.29
4.0,1.32,6.09
4.5,1.35,6.00
5.5,1.26,5.93
5.6,1.35,5.94
5.3,1.47,6.09
7.3,1.34,5.68
5.8,1.50,5.84
7.3,1.47,5.53
6.8,1.36,5.24
6.9,1.39,5.07
6.9,1.37,4.79
6.7,1.36,4.69
6.9,1.34,4.59
7.5,1.27,4.57
8.1,1.35,4.65
8.3,1.36,4.50
9.6,1.55,4.53
9.5,1.62,4.57
10.9,1.80,4.72
11.0,2.03,4.89
11.4,2.22,4.97
12.0,2.23,5.13
12.7,2.50,5.17
12.3,2.56,5.20
13.2,2.81,5.32
14.0,3.05,5.55
14.0,3.17,5.66
14.5,3.47,5.84
14.7,4.15,6.32
15.1,4.67,6.71
14.2,4.52,6.46
14.7,4.53,6.79
13.2,4.48,6.72
13.2,5.14,7.33
13.6,4.72,7.03
11.0,4.64,7.16
8.2,4.57,7.40
5.8,4.60,7.59
6.1,3.99,7.36
6.3,3.75,7.08
6.5,4.58,7.93
6.7,4.25,7.68
5.3,3.59,7.25
5.8,3.78,7.46
4.2,3.47,7.31
3.2,3.53,7.34
2.9,3.60,7.43
2.9,3.05,6.82
5.2,3.15,7.25
4.9,2.98,7.01
3.5,2.67,6.71
3.6,2.67,6.77
3.9,2.48,6.80
3.6,2.40,6.93
6.3,2.04,6.35
8.0,2.27,6.77
7.9,1.96,6.04
7.9,2.29,6.00
8.6,2.05,5.60
10.4,2.29,5.67
10.3,2.22,5.29
9.1,2.15,5.42
8.9,2.32,5.39
9.4,2.47,5.57
9.3,2.57,5.82
8.8,2.70,5.97
6.8,2.74,6.24
7.9,2.55,5.96
6.4,2.41,6.19
3.7,2.44,6.15
4.5,2.06,5.97
5.5,2.28,6.17
6.6,2.14,5.90
7.3,2.10,5.88
8.7,2.06,5.64
10.3,2.27,5.58
9.6,2.11,5.31
9.2,2.30,5.55
8.4,2.07,5.34
8.0,2.16,5.57
6.5,2.13,5.76
8.1,2.17,5.67
6.9,2.11,5.82
7.2,2.26,6.10
8.0,2.06,5.70
7.3,2.29,6.21
7.8,2.28,5.99
8.0,2.17,5.84
7.6,2.21,5.65
6.2,2.27,5.66
5.9,2.15,5.62
5.4,2.11,5.68
6.4,2.03,5.72
6.4,2.06,5.77
6.1,2.14,5.94
5.9,2.02,5.85
5.2,1.92,5.95
5.3,2.00,6.15
4.5,1.99,6.13
3.8,1.96,6.23
5.9,1.92,6.22
4.9,1.98,6.38
5.2,1.97,6.34
6.0,1.97,6.13
8.0,1.94,6.06
8.0,1.92,5.78
7.5,2.17,5.99
7.0,2.40,6.30
7.2,2.33,6.27
6.8,2.63,6.44
5.3,2.77,6.83
5.3,2.76,6.79
5.5,2.65,6.86
5.9,2.64,7.09
7.2,2.61,6.88
7.6,2.37,6.44
7.5,2.50,6.52
8.0,2.76,6.56
6.6,3.08,6.81
6.6,3.21,7.25
4.8,2.94,7.04
5.9,3.09,7.17
7.8,2.83,6.91
7.8,2.62,6.28
7.8,2.88,6.49
8.9,2.81,6.49
8.5,2.61,6.10
8.6,2.49,6.12
8.4,2.59,6.27
7.7,2.62,6.13
8.1,2.61,6.21
9.4,2.70,6.23
8.3,2.61,6.11
7.8,2.64,6.22
8.4,2.71,6.22
8.3,2.51,5.81
10.8,2.67,5.78
10.8,2.80,5.87
11.0,2.61,5.62
11.8,2.93,5.91
11.8,2.98,5.94
10.9,3.04,6.02
11.2,3.27,6.40
11.1,3.09,6.22
10.4,3.26,6.23
10.5,3.37,6.50
10.6,3.44,6.56
10.3,3.58,6.70
