WSPD,WVHT,APD
5.1,4.34,8.33
4.7,3.51,7.96
6.5,3.81,8.36
6.8,3.66,8.27
7.3,3.61,8.58
8.6,3.71,8.20
9.5,3.34,7.85
10.2,3.86,8.24
9.2,4.29,8.31
10.8,4.28,7.93
9.4,4.19,7.66
11.1,4.39,8.05
12.5,4.17,7.35
13.2,4.65,7.53
13.2,4.12,6.86
14.7,4.89,7.50
19.7,5.28,7.26
18.6,5.52,7.56
17.9,6.00,7.67
17.6,6.02,7.69
16.7,6.07,8.01
15.4,6.52,8.41
15.8,6.19,8.41
11.7,5.96,8.07
12.0,5.93,8.12
14.8,5.81,8.08
13.0,5.92,8.04
12.2,5.78,8.04
10.6,5.17,7.76
11.0,4.86,7.59
10.1,5.37,7.94
10.7,5.05,7.97
12.4,4.61,7.70
11.4,5.09,7.77
12.1,4.64,7.38
12.1,5.43,7.97
11.6,5.18,8.04
12.7,5.08,8.00
13.6,5.51,8.06
12.8,5.79,8.43
14.2,5.91,8.53
12.5,6.29,8.63
13.1,6.35,8.53
11.0,6.40,8.74
12.7,5.75,8.29
10.9,5.36,8.12
9.9,5.27,8.24
10.5,5.29,8.15
11.4,5.08,7.92
13.6,5.49,8.17
14.4,5.63,8.28
15.1,5.47,7.83
15.0,5.83,8.12
14.2,5.73,7.85
14.3,5.55,7.82
14.5,5.82,8.25
13.7,6.29,8.21
13.8,6.87,8.44
13.6,6.89,8.50
12.4,6.46,8.27
13.3,5.88,8.34
12.5,5.73,8.27
12.2,6.39,8.36
12.7,5.58,7.95
13.0,5.65,7.94
11.9,5.00,7.35
12.4,4.93,7.61
11.0,5.14,7.71
10.8,4.81,7.33
11.0,4.91,7.67
9.2,4.58,7.41
10.3,4.29,7.51
9.8,4.23,7.33
10.1,4.12,7.29
8.8,3.98,7.39
8.5,3.89,7.11
8.2,3.48,6.78
8.4,3.73,6.98
7.7,3.48,6.64
7.1,3.58,6.90
6.2,3.33,7.04
6.3,3.06,6.83
5.5,2.76,6.69
3.9,3.31,7.38
3.0,2.77,6.89
1.2,3.09,7.08
0.8,2.79,6.83
0.6,2.54,6.75
1.6,2.35,6.45
2.5,2.37,6.66
2.6,2.30,6.70
3.3,2.11,6.44
3.0,1.92,6.32
4.0,2.08,6.79
4.0,1.82,6.68
4.1,1.84,6.75
5.3,1.89,6.75
5.8,1.76,6.27
6.9,1.72,5.91
6.9,1.57,5.35
7.7,1.58,5.32
8.4,1.58,5.08
9.0,1.77,5.13
9.8,1.79,5.04
9.7,2.07,5.34
10.6,2.26,5.42
11.1,2.45,5.58
11.8,2.58,5.58
13.0,2.76,5.62
13.8,3.15,5.90
13.9,3.15,5.62
14.1,3.01,5.62
15.4,3.28,5.68
15.5,3.44,5.85
15.6,3.53,5.90
15.5,4.25,6.17
16.0,4.36,6.45
16.7,4.34,6.34
16.6,4.39,6.37
15.9,4.89,6.67
16.2,4.71,6.59
16.9,4.43,6.42
15.6,4.82,6.91
15.9,4.47,6.76
14.5,4.42,6.84
14.0,4.34,6.82
12.7,4.36,6.93
12.2,4.48,7.08
11.5,4.47,7.03
12.8,4.78,6.93
10.8,4.15,6.90
8.7,4.33,7.18
7.9,3.82,7.22
9.4,3.50,7.07
9.7,3.95,7.24
9.2,3.58,6.98
9.4,3.80,7.35
8.7,3.14,6.71
9.3,99.00,99.00
9.8,3.34,6.80
11.8,3.38,6.39
11.0,3.52,6.28
13.2,3.62,6.11
10.9,3.58,6.19
9.8,3.54,6.40
12.5,3.53,6.59
10.4,3.52,6.46
12.3,3.59,6.62
12.2,3.58,6.62
12.6,3.78,6.65
12.2,4.26,6.84
13.1,4.58,7.02
13.1,4.33,6.79
16.2,4.25,6.52
15.7,4.89,6.93
16.4,5.26,7.17
16.4,5.10,7.02
16.4,5.64,7.47
16.3,6.42,7.80
16.3,6.13,7.92
15.2,6.32,8.00
16.2,7.06,8.47
15.3,7.40,8.82
16.2,6.93,8.44
14.8,6.11,8.18
15.9,5.94,7.82
16.2,5.67,7.78
16.2,6.06,7.73
15.4,5.56,7.46
15.7,5.70,7.67
15.2,6.00,7.85
15.3,5.86,7.47
15.8,5.67,7.68
15.0,5.34,7.31
13.6,6.30,8.12
14.7,5.17,7.39
13.2,5.84,8.05
12.1,4.60,7.15
12.3,4.83,7.28
10.3,4.19,7.12
12.1,4.24,6.97
11.2,4.14,6.89
9.4,4.25,7.00
9.4,4.31,7.27
8.4,3.51,6.76
8.6,3.59,7.02
8.8,3.50,6.84
9.1,3.30,6.62
8.8,3.07,6.25
5.9,3.41,6.59
7.0,3.11,6.42
6.8,2.88,6.24
7.7,2.71,6.26
7.5,2.77,6.27
6.9,2.30,5.81
7.3,2.48,6.12
8.1,2.45,6.30
6.1,2.24,6.22
6.0,2.32,6.32
5.0,2.28,6.31
4.5,2.17,6.29
4.4,2.50,6.33
3.9,2.41,6.16
4.1,2.28,6.14
5.3,2.11,6.34
5.4,2.00,6.04
4.3,1.76,5.93
4.1,1.77,6.25
3.1,1.70,6.09
3.5,1.59,6.02
4.5,1.56,6.28
6.1,1.27,5.93
7.8,1.23,5.13
7.9,1.32,4.50
6.7,1.43,4.93
7.7,1.36,4.55
7.3,1.44,4.70
6.7,1.35,4.68
7.5,1.38,4.62
6.7,1.40,4.73
6.7,1.39,4.79
6.0,1.36,4.92
7.8,1.29,4.86
9.5,1.43,4.76
7.4,1.40,4.79
8.3,1.62,5.00
8.2,1.78,5.13
8.0,1.83,5.12
7.4,1.83,5.17
6.1,1.79,5.46
5.1,2.01,5.90
3.1,2.04,6.13
2.3,2.05,6.50
2.4,1.97,6.64
3.2,2.03,7.08
4.4,2.05,7.09
4.5,2.34,7.38
5.8,2.43,7.19
6.1,2.45,6.83
6.8,2.57,6.73
6.6,2.29,6.51
6.9,2.06,6.15
6.3,2.18,6.09
5.7,1.99,6.02
6.3,2.04,5.88
5.6,1.97,6.08
5.5,1.81,6.07
6.2,1.85,6.44
4.6,1.89,6.47
5.2,2.06,6.67
4.6,2.02,6.66
3.4,1.96,6.46
3.0,1.87,6.35
2.7,1.87,6.66
2.0,1.85,6.65
2.1,1.70,6.34
0.8,1.78,6.56
1.9,1.84,6.67
1.3,1.74,6.82
1.9,1.55,6.82
2.7,1.59,7.16
2.5,1.61,6.90
3.5,1.69,7.12
3.5,1.64,7.04
4.4,1.67,6.98
5.0,1.64,6.94
6.5,1.53,6.67
8.2,1.35,5.55
8.3,1.44,4.98
8.9,1.51,4.83
9.1,1.43,4.60
9.4,1.56,4.63
10.6,1.58,4.50
11.8,1.77,4.52
14.6,2.25,4.76
14.4,2.89,5.26
14.5,3.94,6.14
14.8,3.83,6.17
14.7,3.40,5.76
14.3,3.29,5.83
14.2,3.78,6.13
14.1,3.93,6.31
14.7,3.92,6.35
14.5,4.29,6.49
15.0,4.27,6.55
14.4,4.19,6.51
13.8,3.78,6.22
14.3,3.88,6.35
15.1,4.02,6.55
14.3,3.70,6.36
14.9,4.13,6.45
15.5,4.40,6.72
15.1,4.22,6.53
14.3,4.35,6.83
15.5,4.45,6.71
14.0,3.96,6.27
13.9,4.04,6.59
12.7,4.34,6.89
12.6,3.86,6.61
12.7,3.71,6.66
11.3,3.56,6.43
10.6,3.29,6.42
10.4,3.19,6.29
9.6,3.19,6.32
9.3,3.39,6.40
8.7,3.36,6.47
9.0,3.23,6.52
7.7,3.27,6.75
7.0,3.18,6.38
6.4,3.21,6.66
5.6,3.15,6.74
6.7,3.14,7.02
7.2,2.88,6.85
6.0,2.68,6.74
10.2,2.88,6.50
6.2,2.98,6.73
7.3,2.92,6.78
8.7,3.15,6.61
9.3,2.91,6.73
6.8,2.89,7.01
8.4,2.66,6.61
9.6,2.87,6.62
9.1,2.71,6.43
8.4,2.65,6.47
8.3,2.88,6.78
9.5,2.71,6.59
10.6,2.71,5.93
10.2,2.72,5.78
10.3,2.80,5.86
11.1,2.91,5.85
11.9,2.88,5.74
11.1,2.71,5.53
9.6,2.76,5.82
9.9,2.73,5.61
10.2,2.72,5.81
9.8,2.54,5.65
10.9,2.51,5.54
11.0,2.76,5.64
10.4,2.69,5.54
11.2,2.63,5.49
10.3,2.85,5.79
10.4,2.88,5.80
9.5,2.76,5.72
10.4,2.60,5.65
10.2,2.40,5.50
10.2,2.47,5.66
10.2,2.56,5.56
11.9,2.56,5.45
11.0,2.60,5.65
11.5,2.73,5.57
10.1,2.48,5.49
10.2,2.39,5.40
11.6,2.60,5.50
10.7,3.10,5.79
10.7,3.35,6.09
11.1,3.24,6.08
11.4,3.60,6.35
11.4,3.07,6.01
11.4,3.11,6.04
10.7,3.38,6.36
12.5,3.26,6.07
11.7,3.24,6.11
12.5,3.22,6.03
12.1,3.54,6.43
12.2,3.55,6.34
12.0,3.78,6.49
12.8,3.98,6.40
14.9,4.05,6.50
15.6,4.65,6.88
16.3,5.42,7.44
16.3,6.15,8.02
17.0,6.06,7.79
18.1,6.22,8.01
16.4,6.33,8.07
13.8,6.09,8.03
13.9,5.53,8.03
12.6,5.36,7.88
12.7,5.90,8.20
13.8,5.67,7.95
12.4,99.00,99.00
12.4,4.75,7.39
14.4,4.46,7.08
13.5,4.95,7.47
14.1,5.21,7.46
13.9,5.06,7.58
12.9,5.20,7.47
15.0,4.92,7.19
14.8,5.38,7.57
12.8,5.32,7.76
14.6,5.62,7.72
14.4,5.43,7.70
14.6,5.65,7.73
14.8,5.34,7.53
14.6,6.44,8.16
14.3,5.49,7.72
16.1,6.22,8.22
14.0,6.21,8.15
15.0,6.10,8.00
15.6,6.26,8.11
14.8,7.50,8.51
15.7,6.83,8.12
15.2,5.69,7.88
15.2,6.01,8.04
15.2,7.09,8.52
15.8,6.46,8.37
16.0,7.33,8.70
15.1,99.00,99.00
15.9,7.72,8.97
15.9,7.40,8.89
17.5,7.80,9.04
16.5,8.01,9.07
16.5,8.27,9.33
16.3,8.08,9.18
16.7,99.00,99.00
16.5,7.10,8.57
16.9,7.69,8.68
17.2,7.06,8.72
17.0,7.27,8.77
16.9,6.96,8.52
16.7,7.33,8.92
16.9,6.89,8.63
17.4,6.69,8.39
17.7,7.31,8.66
15.8,7.56,8.82
14.0,6.34,8.39
14.3,6.28,8.28
14.1,6.43,8.45
14.9,6.51,8.42
14.7,6.67,8.39
16.0,6.22,7.95
16.6,6.22,7.91
16.7,6.40,8.16
16.8,5.99,7.89
18.0,6.66,8.32
17.3,6.48,8.03
18.1,5.99,7.84
17.4,7.17,8.49
17.2,7.01,8.50
17.7,7.80,9.04
16.9,7.34,8.66
16.2,7.04,8.53
16.9,7.24,8.63
15.1,7.19,8.66
15.5,7.40,8.79
15.3,6.97,8.29
15.4,6.66,8.45
16.3,7.06,8.46
15.8,6.10,7.87
15.0,6.40,8.03
15.6,5.84,7.70
14.4,6.15,8.04
14.8,5.70,7.84
15.0,5.58,7.85
13.7,5.07,7.40
13.7,5.06,7.62
13.5,5.48,7.83
11.9,5.26,7.81
11.7,4.92,7.84
10.0,4.73,7.48
9.8,4.69,7.58
7.7,4.56,7.65
7.2,4.35,7.39
5.9,4.10,7.51
8.3,4.16,7.56
7.0,3.51,7.00
5.8,3.41,7.28
6.9,3.47,7.38
5.7,3.13,7.00
5.6,3.35,7.57
5.8,3.74,7.79
8.2,3.95,7.81
6.8,3.58,7.48
7.7,3.60,7.40
6.6,3.42,7.33
8.2,3.46,7.20
7.7,3.23,6.76
6.9,3.26,6.75
9.6,3.26,7.00
7.0,3.14,6.42
7.8,3.24,6.63
8.8,3.33,6.80
9.4,3.40,6.82
10.2,3.42,6.51
8.1,3.46,6.85
7.5,3.38,7.12
5.3,3.03,6.73
8.8,2.78,6.55
8.7,3.19,6.56
10.8,3.23,6.40
10.3,3.01,5.87
11.9,3.03,6.00
12.9,3.05,5.78
13.0,3.22,5.95
12.0,3.41,6.07
11.6,3.37,6.15
10.4,3.72,6.68
9.3,3.28,6.44
7.6,3.26,6.50
7.8,2.77,6.31
5.9,2.86,6.43
6.5,2.53,5.99
6.2,2.52,5.90
5.0,2.28,5.84
4.1,2.25,5.86
5.4,2.16,6.05
4.2,2.05,6.12
3.8,2.39,6.52
4.5,2.15,6.25
4.0,2.10,5.99
6.4,2.08,6.14
6.8,2.06,6.05
7.1,2.18,6.03
8.8,1.98,5.55
7.4,2.06,5.76
7.7,2.01,5.62
6.4,1.92,5.63
5.8,1.65,5.51
9.8,1.83,5.53
9.2,1.84,5.41
9.2,2.01,5.45
9.0,2.12,5.40
8.8,2.34,5.52
8.6,2.60,5.88
10.2,2.41,5.85
9.8,2.79,5.82
12.5,3.02,6.02
11.2,3.20,6.10
12.1,3.28,6.05
12.6,3.50,6.39
12.9,3.56,6.51
12.5,3.54,6.32
11.9,3.79,6.56
11.2,3.38,6.48
12.2,4.39,7.02
11.8,4.18,6.95
13.1,4.33,7.06
12.8,4.44,6.96
13.5,4.56,6.86
13.9,4.46,6.92
14.0,4.57,6.74
14.1,4.75,7.02
14.0,4.86,7.18
15.1,4.35,7.01
12.9,4.30,6.95
12.5,4.47,6.96
11.1,4.44,7.28
11.0,4.31,7.25
10.9,4.03,6.85
10.4,3.82,6.89
11.2,4.00,6.63
10.3,3.67,6.63
10.1,3.71,6.57
10.0,3.81,6.62
9.9,3.62,6.73
10.7,3.47,6.64
8.9,3.62,6.75
9.6,3.57,6.83
9.9,3.38,6.29
11.7,3.31,6.46
9.6,3.46,6.56
9.4,3.28,6.44
10.3,3.47,6.65
11.0,3.49,6.45
9.7,3.30,6.33
9.9,3.03,6.09
9.2,3.01,6.20
8.7,3.03,6.19
8.1,2.78,6.23
7.5,2.79,6.29
7.6,2.91,6.51
8.6,3.12,6.61
8.9,2.71,6.21
8.1,2.73,6.26
8.0,2.85,6.19
6.1,2.40,6.03
7.3,2.64,6.24
7.2,2.41,6.09
6.9,2.32,6.04
7.9,2.56,6.35
7.8,2.24,5.86
8.5,2.47,6.24
8.5,2.73,6.38
8.3,2.72,6.33
7.7,2.78,6.35
7.8,2.83,6.19
7.5,2.93,6.33
8.4,2.86,6.25
7.6,2.92,6.36
7.2,2.93,6.47
7.5,2.76,6.34
7.0,2.68,6.43
6.8,2.75,6.72
5.8,2.81,6.86
5.7,2.78,7.06
6.1,2.65,6.71
4.2,2.81,7.05
5.0,2.69,6.71
5.4,2.54,6.53
5.7,2.56,6.58
5.6,2.43,6.28
5.4,2.61,6.37
8.0,2.71,6.41
8.2,2.64,6.43
9.1,2.76,6.22
8.9,2.85,6.27
8.0,2.72,6.24
7.9,2.66,6.35
7.9,2.71,6.52
5.9,2.53,6.37
4.8,2.97,6.89
5.8,2.73,6.73
1.4,2.63,6.65
0.8,2.82,6.74
7.5,2.56,6.42
11.2,2.51,6.53
10.9,2.91,6.27
11.3,2.82,5.83
10.3,2.59,5.71
10.6,2.67,5.83
8.5,2.80,6.01
7.8,2.94,6.57
7.1,2.55,6.24
7.6,2.54,6.02
5.9,2.42,5.91
8.6,2.50,5.96
7.9,2.26,5.65
6.5,2.31,5.75
8.2,2.25,5.66
8.0,2.08,5.47
5.6,2.22,5.92
5.3,2.11,5.86
4.2,2.07,5.85
4.7,1.98,5.81
4.5,1.89,6.05
4.5,1.90,5.92
5.1,1.96,5.96
4.5,1.99,6.00
5.3,1.91,6.08
5.9,1.86,5.91
6.2,1.78,5.91
6.8,1.94,6.03
6.6,2.12,6.23
7.0,1.98,5.97
6.4,2.17,5.96
7.1,2.08,5.87
6.7,2.09,5.86
4.8,2.10,5.89
4.6,2.06,5.87
5.0,2.06,6.19
4.1,1.93,5.99
3.0,1.80,6.01
2.9,1.75,6.12
3.3,1.60,5.96
3.5,1.53,5.99
3.3,1.44,6.19
2.9,1.48,6.03
2.5,1.50,6.52
2.1,1.38,6.36
0.1,1.58,6.61
1.5,1.40,6.24
2.8,1.47,6.31
2.7,1.37,6.08
0.4,1.52,6.90
1.9,1.61,7.40
5.6,1.49,7.20
1.0,1.55,7.96
1.2,1.80,8.86
2.7,1.48,7.69
2.9,1.44,8.18
4.3,1.35,7.46
6.6,1.66,7.95
5.6,1.72,7.58
7.1,1.69,6.71
6.7,1.70,6.43
8.5,1.62,5.37
7.0,1.58,5.74
7.5,1.72,5.63
3.4,1.55,5.37
5.6,1.82,6.69
5.8,1.77,6.47
6.3,1.83,6.96
4.4,1.77,6.68
6.7,1.91,6.99
6.2,1.61,5.85
6.6,1.73,6.02
7.8,2.00,6.31
7.2,2.09,6.36
6.0,2.17,6.53
6.3,2.14,6.63
5.9,2.07,6.38
4.9,2.12,7.05
4.6,2.13,7.16
5.2,2.01,7.45
3.9,1.81,7.03
4.2,2.01,7.82
5.9,1.87,7.42
5.9,2.03,7.89
5.3,2.01,7.54
5.2,2.32,8.11
5.3,1.94,7.56
8.0,1.93,7.42
7.7,1.90,7.05
8.8,1.72,6.03
9.3,1.93,5.96
10.5,1.99,5.53
9.8,2.14,5.48
8.9,2.30,5.60
7.5,2.04,5.23
8.1,2.29,5.88
10.0,2.11,5.83
9.4,2.34,5.89
8.5,2.49,6.01
7.8,2.47,6.06
7.6,2.47,6.10
6.3,2.62,6.22
6.1,2.56,6.36
5.2,2.46,6.63
5.9,2.62,6.43
6.7,2.54,6.25
7.9,2.61,6.55
10.8,2.56,6.27
11.4,2.60,6.22
11.7,2.92,5.86
11.8,3.25,6.23
11.9,3.22,6.12
11.7,3.43,6.40
11.2,3.54,6.65
11.3,3.61,6.81
16.2,5.36,7.21
17.8,5.39,7.57
17.1,6.22,7.76
19.7,6.26,7.89
19.6,7.08,8.44
20.1,8.02,8.91
17.7,8.52,9.55
15.4,8.14,9.72
14.2,9.64,10.35
16.9,9.72,10.72
17.9,9.39,10.77
16.6,10.17,10.99
15.2,9.94,10.96
16.1,10.00,10.80
17.3,8.97,10.07
16.9,7.98,9.44
16.0,9.09,9.83
15.2,7.20,9.01
14.2,6.70,8.82
12.0,6.50,8.60
9.4,6.25,8.46
7.8,6.99,9.32
9.3,5.93,8.84
9.7,6.17,8.90
7.0,6.17,9.08
6.9,6.02,9.11
5.4,5.41,8.57
4.6,5.19,8.68
3.4,4.43,8.36
5.5,4.54,8.44
5.6,4.31,8.32
6.2,4.44,8.67
6.5,4.18,8.14
7.8,3.81,7.86
7.4,3.97,7.89
5.3,3.80,7.87
2.7,3.35,7.53
2.5,3.63,7.82
1.9,3.10,7.41
2.3,3.29,8.01
2.3,3.23,7.99
1.4,3.30,7.90
3.7,2.80,7.37
5.5,3.08,7.35
7.7,3.29,7.42
10.4,3.31,7.04
11.4,3.28,6.35
11.0,3.42,6.25
10.6,3.18,6.16
10.8,3.19,6.26
10.5,3.38,6.53
8.8,3.44,6.70
8.4,2.87,6.16
8.9,3.07,6.51
7.4,2.84,6.46
5.7,2.77,6.62
6.5,2.67,6.22
6.0,2.67,6.27
4.5,2.62,6.30
3.8,2.73,6.82
3.4,2.81,7.25
3.9,3.13,7.58
2.0,2.63,7.25
1.2,2.71,7.32
0.9,2.94,7.96
1.8,2.78,7.72
0.9,2.72,7.85
0.8,2.48,7.67
1.6,2.76,7.84
1.5,2.83,7.41
1.7,2.73,7.39
2.8,2.80,7.43
3.3,2.57,7.29
3.6,2.71,7.57
4.5,2.49,7.20
4.8,2.32,7.09
3.8,2.27,7.09
4.5,2.25,7.10
4.3,2.36,7.64
4.8,2.04,7.33
3.6,2.11,7.46
3.6,2.19,7.30
3.1,2.11,6.95
5.2,2.30,7.18
5.7,2.15,6.97
4.6,2.32,7.01
4.4,2.28,7.01
4.5,2.29,7.08
4.2,2.21,7.01
4.5,2.09,7.08
2.9,2.07,7.32
3.2,2.06,7.27
2.4,2.06,7.39
3.8,2.10,7.61
4.8,2.06,7.25
6.7,1.85,6.52
5.5,2.03,6.63
8.3,1.94,6.29
8.0,1.92,5.70
7.5,2.06,5.88
7.7,2.06,5.89
8.2,1.94,5.61
8.9,2.01,5.62
8.3,2.16,5.97
7.6,2.39,6.26
8.3,2.29,6.27
8.2,2.26,5.96
8.3,2.27,5.99
9.0,2.23,5.78
10.3,2.35,6.20
10.5,2.20,5.45
10.8,2.45,5.47
10.8,2.68,5.68
7.5,2.52,5.72
7.7,2.69,6.02
6.8,2.49,5.96
7.6,2.42,5.99
7.4,2.44,6.01
8.2,2.23,5.85
9.5,2.24,5.77
9.4,2.32,5.62
9.7,2.16,5.69
9.7,2.29,5.37
11.6,2.44,5.42
11.9,2.63,5.50
12.6,2.75,5.62
12.8,3.06,5.88
14.1,3.47,6.05
13.8,3.80,6.22
16.6,3.96,6.32
13.7,4.38,6.72
14.4,4.98,7.02
13.7,4.49,7.05
13.6,5.13,7.39
12.5,4.81,7.24
12.5,4.90,7.69
12.4,5.07,7.64
12.4,5.50,8.06
13.9,5.00,7.58
15.5,5.80,7.89
13.0,5.22,7.74
16.4,5.71,7.79
15.4,6.15,7.67
13.4,5.49,7.62
10.5,5.33,7.80
6.8,4.83,7.44
7.4,4.38,7.39
11.2,4.62,8.08
12.2,4.44,7.61
20.1,5.40,7.25
16.6,5.51,7.19
14.5,5.04,7.28
15.6,5.25,7.47
13.1,5.11,7.31
13.0,4.82,7.19
14.0,4.50,6.73
11.4,4.47,7.01
10.6,4.27,7.03
9.2,4.01,6.91
11.9,3.98,7.09
10.6,4.28,7.20
4.9,4.26,7.43
9.4,4.65,7.72
9.4,4.54,7.46
11.0,4.20,7.61
9.6,4.18,7.43
10.3,3.95,7.20
11.3,3.79,6.98
11.1,3.31,6.33
11.2,3.32,6.45
11.3,3.41,6.40
12.0,3.17,6.14
12.6,3.28,6.14
12.7,3.30,6.28
11.8,3.56,6.40
12.5,3.71,6.23
10.1,3.37,6.29
11.8,3.00,5.91
11.0,3.63,6.31
10.3,3.86,6.78
9.9,3.91,6.68
9.1,3.76,6.64
9.0,3.38,6.60
8.7,3.19,6.29
9.6,3.00,6.54
9.2,3.42,6.86
8.7,3.20,6.69
8.6,2.98,6.41
8.4,2.78,6.43
8.7,2.68,6.07
8.4,2.44,5.99
10.2,2.52,5.81
11.2,2.76,5.77
11.2,2.86,5.51
10.5,2.94,5.65
10.6,2.64,5.58
11.0,2.80,5.68
11.4,2.67,5.74
11.7,2.99,5.91
11.1,2.89,5.84
10.9,2.77,5.87
10.3,2.87,5.76
10.5,3.22,6.09
11.3,3.32,6.11
10.3,3.27,6.02
10.8,3.30,6.12
9.7,3.00,5.90
10.1,2.76,5.61
9.7,2.41,5.42
9.8,2.58,5.74
10.2,2.57,5.67
9.6,2.50,5.69
8.9,2.51,5.75
9.2,2.40,5.72
9.1,2.57,5.89
7.1,2.29,5.79
7.3,2.32,5.76
7.1,2.30,5.84
5.0,2.37,5.87
6.4,2.17,5.72
6.3,1.82,5.43
6.4,1.83,5.48
4.7,1.92,5.65
5.8,1.86,5.53
5.9,1.87,5.60
6.9,1.69,5.44
8.0,1.74,5.43
7.2,1.84,5.61
7.1,1.70,5.40
7.3,1.84,5.46
7.0,1.87,5.40
6.3,1.87,5.51
6.4,1.81,5.41
7.0,1.72,5.44
5.9,1.76,5.95
5.1,1.74,6.08
5.4,1.67,5.72
5.9,1.65,5.65
5.7,1.66,5.84
5.8,1.66,5.87
6.1,1.67,6.00
5.7,1.60,5.86
4.7,1.70,6.36
5.3,1.60,6.02
4.7,1.74,6.52
4.0,1.70,6.61
4.4,1.69,6.58
3.7,1.75,7.00
4.2,1.85,7.37
4.6,2.03,7.19
3.8,2.23,7.70
3.8,2.34,7.89
3.8,2.46,8.03
4.5,2.64,8.79
4.7,2.67,9.05
5.1,2.67,9.20
4.4,2.59,8.91
3.2,2.99,10.00
3.2,3.07,10.45
3.4,3.75,11.37
2.8,3.66,11.13
2.3,3.49,10.62
1.5,3.43,10.97
1.0,3.56,10.99
2.0,3.60,10.74
2.1,3.25,10.60
2.9,3.73,11.15
2.5,3.23,10.53
3.3,3.41,10.76
1.8,3.72,11.54
2.7,3.38,10.94
3.8,3.24,10.90
2.3,3.07,10.79
2.6,3.30,11.08
2.1,3.34,10.83
2.9,3.15,10.59
2.5,2.79,10.24
2.8,2.83,10.04
2.5,2.63,9.67
2.0,2.94,10.09
2.2,2.61,9.78
2.0,2.64,9.81
2.6,2.68,10.07
3.7,2.47,9.86
2.9,2.06,9.26
2.1,2.16,9.28
1.3,2.03,9.23
2.0,2.28,9.58
2.4,1.91,8.98
1.2,1.90,9.11
1.1,1.91,9.23
0.0,1.72,8.82
0.0,1.79,8.81
3.2,1.68,8.64
3.5,1.79,8.93
3.5,1.69,8.06
2.8,1.60,8.46
2.8,1.70,8.92
3.8,1.65,8.97
3.4,1.52,8.70
3.9,1.40,8.55
4.7,1.34,8.35
3.4,1.35,8.37
2.9,1.28,7.95
5.6,1.33,7.90
0.6,1.29,7.72
5.1,1.29,6.77
5.4,1.32,6.42
4.0,1.19,6.04
6.2,1.42,6.30
6.0,1.27,5.45
6.0,1.15,5.32
7.2,1.18,4.84
6.5,1.24,5.01
6.3,1.09,4.58
7.1,1.17,4.74
7.4,1.30,4.85
8.4,1.41,4.62
8.3,1.74,5.52
7.3,2.11,6.06
9.6,2.09,5.94
8.7,2.04,5.19
9.4,2.52,6.28
9.2,2.10,5.61
9.8,2.42,6.12
10.7,2.32,5.48
10.7,2.38,5.51
11.6,2.64,5.68
10.7,2.86,6.17
11.2,2.97,5.85
12.7,3.17,5.77
12.8,3.32,5.87
14.5,3.54,6.02
14.1,3.83,6.17
14.6,4.36,6.39
14.1,4.33,6.70
13.8,4.55,6.88
13.3,4.76,6.88
13.9,5.28,7.23
13.5,4.69,7.22
13.4,5.29,7.43
13.8,5.21,7.75
14.0,5.19,7.62
14.1,6.69,8.35
13.8,6.59,8.32
12.8,5.78,8.04
13.1,5.96,8.28
13.1,5.41,7.75
12.6,5.17,7.71
11.5,4.95,7.49
10.8,5.03,7.71
10.3,4.64,7.70
9.8,5.11,8.08
9.3,5.07,8.00
8.8,4.21,7.31
7.0,4.80,7.94
7.9,4.69,7.91
10.2,4.23,7.74
10.2,4.47,7.65
12.3,4.65,7.76
13.0,4.85,7.58
12.6,4.44,7.31
12.3,4.97,7.81
11.9,4.50,7.37
10.7,4.72,7.60
9.4,4.64,7.57
8.7,4.21,7.44
8.7,4.62,8.05
9.8,4.58,7.91
9.3,4.25,7.75
9.4,4.12,7.41
8.7,4.15,7.49
8.9,3.72,7.24
9.0,3.76,7.22
9.0,3.68,7.26
8.8,3.76,7.39
8.2,3.81,7.49
7.5,3.62,7.21
7.0,3.41,7.23
6.1,3.60,7.48
6.8,4.10,7.66
6.4,3.62,7.31
6.4,3.79,7.58
7.2,3.44,7.55
7.9,3.17,7.12
7.6,3.18,7.14
8.8,3.70,7.67
8.3,3.64,7.34
7.5,3.84,7.71
7.2,3.54,7.35
8.4,3.60,7.35
8.8,3.52,7.33
8.5,4.16,7.48
9.1,4.29,7.55
9.6,3.98,7.09
8.3,4.72,7.64
9.1,4.33,7.86
8.3,4.67,8.12
7.7,4.14,7.96
7.7,4.16,8.01
5.8,3.96,8.27
5.5,4.17,8.39
4.9,3.94,8.09
6.1,4.02,8.29
5.4,3.76,7.95
5.3,3.47,7.74
4.7,3.44,7.60
6.1,3.37,7.48
7.2,2.99,7.08
6.5,2.78,6.77
6.4,3.07,7.16
5.5,2.92,7.26
7.3,2.82,7.05
5.9,2.73,7.09
6.4,2.58,7.23
6.1,2.73,7.06
6.2,2.48,6.94
6.2,2.53,6.62
6.5,2.42,6.78
6.2,2.21,6.41
4.6,2.28,6.66
2.7,2.49,6.88
2.2,1.87,6.19
2.2,2.02,6.43
4.3,2.03,6.67
4.4,2.00,7.03
3.3,1.75,6.68
3.6,1.79,6.71
3.9,1.99,7.01
3.9,1.85,6.62
4.4,1.98,6.89
5.8,1.86,6.62
6.3,1.88,6.79
7.4,99.00,99.00
8.0,1.87,6.27
8.0,1.99,6.03
10.2,2.24,6.42
