YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2007,03,16,06,00,350,11.3,15.2,2.82,9.09,5.83,999,1011.8,-3.7,3.0,999.0,99.0,99.00
2007,03,16,07,00,344,10.3,12.7,2.59,8.33,5.71,999,1012.2,-4.2,3.0,999.0,99.0,99.00
2007,03,16,08,00,329,10.6,13.0,2.67,9.09,5.83,999,1012.5,-5.1,3.0,999.0,99.0,99.00
2007,03,16,09,00,345,8.5,11.1,2.80,8.33,6.01,999,1012.5,-4.9,2.9,999.0,99.0,99.00
2007,03,16,10,00,345,7.8,10.4,2.94,8.33,6.57,999,1012.4,-4.5,2.9,999.0,99.0,99.00
2007,03,16,11,00,341,7.1,8.8,2.55,9.09,6.24,999,1012.4,-4.6,2.9,999.0,99.0,99.00
2007,03,16,12,00,343,7.6,10.4,2.54,8.33,6.02,999,1012.6,-4.4,2.9,999.0,99.0,99.00
2007,03,16,13,00,336,5.9,8.2,2.42,8.33,5.91,999,1012.6,-4.5,2.9,999.0,99.0,99.00
2007,03,16,14,00,331,8.6,10.8,2.50,8.33,5.96,999,1012.7,-4.6,2.9,999.0,99.0,99.00
2007,03,16,15,00,337,7.9,9.9,2.26,8.33,5.65,999,1012.8,-4.6,2.9,999.0,99.0,99.00
2007,03,16,16,00,312,6.5,9.5,2.31,7.14,5.75,999,1012.8,-4.4,2.9,999.0,99.0,99.00
2007,03,16,17,00,300,8.2,10.8,2.25,7.69,5.66,999,1013.1,-4.1,2.9,999.0,99.0,99.00
2007,03,16,18,00,308,8.0,10.6,2.08,7.69,5.47,999,1013.3,-4.6,2.9,999.0,99.0,99.00
2007,03,16,19,00,331,5.6,7.2,2.22,7.69,5.92,999,1013.1,-3.9,2.9,999.0,99.0,99.00
2007,03,16,20,00,331,5.3,7.0,2.11,7.69,5.86,999,1013.2,-3.7,2.9,999.0,99.0,99.00
2007,03,16,21,00,328,4.2,6.2,2.07,7.14,5.85,999,1013.5,-3.8,2.7,999.0,99.0,99.00
2007,03,16,22,00,326,4.7,6.1,1.98,7.69,5.81,999,1013.8,-3.7,2.8,999.0,99.0,99.00
2007,03,16,23,00,313,4.5,6.1,1.89,8.33,6.05,999,1014.1,-3.4,2.8,999.0,99.0,99.00
2007,03,17,00,00,311,4.5,6.4,1.90,8.33,5.92,999,1014.0,-3.2,2.8,999.0,99.0,99.00
2007,03,17,01,00,305,5.1,7.0,1.96,8.33,5.96,999,1013.9,-3.1,2.8,999.0,99.0,99.00
2007,03,17,02,00,297,4.5,6.3,1.99,8.33,6.00,999,1013.8,-3.2,2.8,999.0,99.0,99.00
2007,03,17,03,00,293,5.3,8.0,1.91,7.69,6.08,999,1013.5,-2.9,2.8,999.0,99.0,99.00
2007,03,17,04,00,286,5.9,7.4,1.86,7.69,5.91,999,1013.5,-3.1,2.7,999.0,99.0,99.00
2007,03,17,05,00,286,6.2,8.6,1.78,7.69,5.91,999,1013.4,-2.7,2.7,999.0,99.0,99.00
2007,03,17,06,00,286,6.8,9.9,1.94,7.69,6.03,999,1013.4,-2.5,2.7,999.0,99.0,99.00
2007,03,17,07,00,283,6.6,8.6,2.12,7.69,6.23,999,1013.5,-2.1,2.7,999.0,99.0,99.00
2007,03,17,08,00,273,7.0,8.5,1.98,10.00,5.97,999,1013.7,-1.6,2.7,999.0,99.0,99.00
2007,03,17,09,00,272,6.4,8.9,2.17,9.09,5.96,999,1013.6,-1.9,2.7,999.0,99.0,99.00
2007,03,17,10,00,283,7.1,9.0,2.08,8.33,5.87,999,1013.4,-1.8,2.7,999.0,99.0,99.00
2007,03,17,11,00,257,6.7,9.3,2.09,9.09,5.86,999,1013.5,-1.6,2.7,999.0,99.0,99.00
2007,03,17,12,00,272,4.8,6.3,2.10,7.69,5.89,999,1013.3,-1.5,2.7,999.0,99.0,99.00
2007,03,17,13,00,274,4.6,7.2,2.06,8.33,5.87,999,1012.8,-1.6,2.7,999.0,99.0,99.00
2007,03,17,14,00,290,5.0,6.5,2.06,9.09,6.19,999,1012.6,-1.6,2.7,999.0,99.0,99.00
2007,03,17,15,00,241,4.1,6.2,1.93,7.69,5.99,999,1012.4,-1.6,2.7,999.0,99.0,99.00
2007,03,17,16,00,264,3.0,4.3,1.80,9.09,6.01,999,1012.2,-1.5,2.7,999.0,99.0,99.00
2007,03,17,17,00,210,2.9,4.5,1.75,9.09,6.12,999,1012.2,-1.5,2.7,999.0,99.0,99.00
2007,03,17,18,00,201,3.3,4.5,1.60,6.67,5.96,999,1012.1,-1.4,2.7,999.0,99.0,99.00
2007,03,17,19,00,193,3.5,5.0,1.53,8.33,5.99,999,1012.2,-1.5,2.7,999.0,99.0,99.00
2007,03,17,20,00,188,3.3,4.7,1.44,7.14,6.19,999,1012.3,-1.4,2.7,999.0,99.0,99.00
2007,03,17,21,00,175,2.9,4.4,1.48,7.14,6.03,999,1012.3,-1.3,2.7,999.0,99.0,99.00
2007,03,17,22,00,222,2.5,4.2,1.50,19.05,6.52,999,1012.1,-1.1,2.7,999.0,99.0,99.00
2007,03,17,23,00,271,2.1,3.8,1.38,19.05,6.36,999,1012.0,-1.1,2.7,999.0,99.0,99.00
2007,03,18,00,00,0,0.1,0.6,1.58,19.05,6.61,999,1011.7,-1.0,2.7,999.0,99.0,99.00
2007,03,18,01,00,268,1.5,2.5,1.40,17.39,6.24,999,1011.7,-1.2,2.7,999.0,99.0,99.00
2007,03,18,02,00,271,2.8,3.6,1.47,17.39,6.31,999,1011.8,-1.3,2.7,999.0,99.0,99.00
2007,03,18,03,00,280,2.7,3.7,1.37,7.14,6.08,999,1011.8,-1.0,2.7,999.0,99.0,99.00
2007,03,18,04,00,36,0.4,1.2,1.52,17.39,6.90,999,1012.3,-1.1,2.7,999.0,99.0,99.00
2007,03,18,05,00,317,1.9,3.0,1.61,17.39,7.40,999,1012.6,-0.9,2.7,999.0,99.0,99.00
2007,03,18,06,00,315,5.6,6.6,1.49,17.39,7.20,999,1013.2,-1.5,2.7,999.0,99.0,99.00
2007,03,18,07,00,340,1.0,1.8,1.55,17.39,7.96,999,1013.5,-1.4,2.7,999.0,99.0,99.00
2007,03,18,08,00,334,1.2,1.8,1.80,16.00,8.86,999,1013.9,-1.1,2.7,999.0,99.0,99.00
2007,03,18,09,00,338,2.7,5.0,1.48,16.00,7.69,999,1014.1,-0.5,2.6,999.0,99.0,99.00
2007,03,18,10,00,313,2.9,4.1,1.44,16.00,8.18,999,1014.3,-0.4,2.7,999.0,99.0,99.00
2007,03,18,11,00,324,4.3,6.4,1.35,16.00,7.46,999,1014.7,-0.3,2.7,999.0,99.0,99.00
2007,03,18,12,00,311,6.6,9.1,1.66,14.81,7.95,999,1015.2,-0.5,2.7,999.0,99.0,99.00
2007,03,18,13,00,299,5.6,7.3,1.72,14.81,7.58,999,1015.5,-0.2,2.7,999.0,99.0,99.00
2007,03,18,14,00,320,7.1,9.6,1.69,14.81,6.71,999,1015.9,-0.2,2.7,999.0,99.0,99.00
2007,03,18,15,00,305,6.7,10.2,1.70,14.81,6.43,999,1016.4,-0.1,2.7,999.0,99.0,99.00
2007,03,18,16,00,314,8.5,10.6,1.62,14.81,5.37,999,1017.0,-0.2,2.7,999.0,99.0,99.00
2007,03,18,17,00,320,7.0,8.7,1.58,14.81,5.74,999,1017.5,-0.1,2.7,999.0,99.0,99.00
2007,03,18,18,00,312,7.5,9.0,1.72,14.81,5.63,999,1018.0,-0.7,2.7,999.0,99.0,99.00
2007,03,18,19,00,354,3.4,5.1,1.55,13.79,5.37,999,1018.8,-0.7,2.7,999.0,99.0,99.00
2007,03,18,20,00,347,5.6,6.5,1.82,13.79,6.69,999,1019.4,-0.9,2.8,999.0,99.0,99.00
2007,03,18,21,00,309,5.8,7.3,1.77,13.79,6.47,999,1019.6,-0.4,2.8,999.0,99.0,99.00
2007,03,18,22,00,283,6.3,8.0,1.83,13.79,6.96,999,1020.0,-0.2,2.7,999.0,99.0,99.00
2007,03,18,23,00,294,4.4,6.2,1.77,13.79,6.68,999,1019.8,-0.1,2.8,999.0,99.0,99.00
2007,03,19,00,00,293,6.7,7.9,1.91,13.79,6.99,999,1019.9,-0.1,2.8,999.0,99.0,99.00
2007,03,19,01,00,295,6.2,8.3,1.61,13.79,5.85,999,1020.0,0.0,2.8,999.0,99.0,99.00
2007,03,19,02,00,295,6.6,8.7,1.73,12.12,6.02,999,1020.4,0.1,2.8,999.0,99.0,99.00
2007,03,19,03,00,281,7.8,9.1,2.00,13.79,6.31,999,1020.7,-0.3,2.8,999.0,99.0,99.00
2007,03,19,04,00,281,7.2,8.7,2.09,13.79,6.36,999,1020.7,-0.8,2.7,999.0,99.0,99.00
2007,03,19,05,00,300,6.0,8.2,2.17,14.81,6.53,999,1020.8,-0.6,2.7,999.0,99.0,99.00
2007,03,19,06,00,285,6.3,7.7,2.14,13.79,6.63,999,1020.7,-0.6,2.7,999.0,99.0,99.00
2007,03,19,07,00,279,5.9,7.4,2.07,14.81,6.38,999,1020.4,-0.6,2.7,999.0,99.0,99.00
2007,03,19,08,00,286,4.9,7.1,2.12,13.79,7.05,999,1019.9,-0.5,2.7,999.0,99.0,99.00
2007,03,19,09,00,267,4.6,5.7,2.13,13.79,7.16,999,1019.3,-0.2,2.7,999.0,99.0,99.00
2007,03,19,10,00,257,5.2,6.6,2.01,14.81,7.45,999,1018.7,-0.1,2.6,999.0,99.0,99.00
2007,03,19,11,00,235,3.9,5.6,1.81,13.79,7.03,999,1017.6,-0.1,2.7,999.0,99.0,99.00
2007,03,19,12,00,246,4.2,5.9,2.01,13.79,7.82,999,1017.4,0.1,2.6,999.0,99.0,99.00
2007,03,19,13,00,232,5.9,7.2,1.87,13.79,7.42,999,1016.4,0.4,2.6,999.0,99.0,99.00
2007,03,19,14,00,226,5.9,8.0,2.03,12.90,7.89,999,1014.9,0.2,2.6,999.0,99.0,99.00
2007,03,19,15,00,210,5.3,6.5,2.01,12.12,7.54,999,1013.8,-0.4,2.7,999.0,99.0,99.00
2007,03,19,16,00,199,5.2,6.4,2.32,13.79,8.11,999,1013.4,0.0,2.6,999.0,99.0,99.00
2007,03,19,17,00,166,5.3,6.3,1.94,12.90,7.56,999,1011.9,0.1,2.6,999.0,99.0,99.00
2007,03,19,18,00,170,8.0,10.0,1.93,12.90,7.42,999,1010.6,0.3,2.6,999.0,99.0,99.00
2007,03,19,19,00,167,7.7,8.9,1.90,13.79,7.05,999,1009.6,0.9,2.6,999.0,99.0,99.00
2007,03,19,20,00,155,8.8,10.3,1.72,12.12,6.03,999,1007.7,1.0,2.6,999.0,99.0,99.00
2007,03,19,21,00,155,9.3,10.8,1.93,12.90,5.96,999,1006.6,1.5,2.7,999.0,99.0,99.00
2007,03,19,22,00,154,10.5,12.4,1.99,13.79,5.53,999,1004.5,1.9,2.7,999.0,99.0,99.00
2007,03,19,23,00,157,9.8,12.3,2.14,12.90,5.48,999,1002.9,2.4,2.7,999.0,99.0,99.00
2007,03,20,00,00,161,8.9,10.1,2.30,13.79,5.60,999,1001.0,2.6,2.7,999.0,99.0,99.00
2007,03,20,01,00,167,7.5,8.8,2.04,5.56,5.23,999,999.7,2.9,2.7,999.0,99.0,99.00
2007,03,20,02,00,224,8.1,10.1,2.29,12.90,5.88,999,999.1,3.2,2.7,999.0,99.0,99.00
2007,03,20,03,00,269,10.0,12.2,2.11,12.90,5.83,999,999.4,3.1,2.7,999.0,99.0,99.00
2007,03,20,04,00,270,9.4,11.4,2.34,12.12,5.89,999,999.5,2.8,2.7,999.0,99.0,99.00
2007,03,20,05,00,267,8.5,10.5,2.49,12.90,6.01,999,1000.0,2.5,2.7,999.0,99.0,99.00
2007,03,20,06,00,270,7.8,9.1,2.47,10.81,6.06,999,1000.1,2.3,2.7,999.0,99.0,99.00
2007,03,20,07,00,252,7.6,9.0,2.47,10.81,6.10,999,999.8,2.3,2.6,999.0,99.0,99.00
2007,03,20,08,00,246,6.3,7.7,2.62,7.14,6.22,999,999.4,2.6,2.6,999.0,99.0,99.00
2007,03,20,09,00,225,6.1,7.4,2.56,12.90,6.36,999,998.5,2.7,2.6,999.0,99.0,99.00
2007,03,20,10,00,196,5.2,6.6,2.46,12.12,6.63,999,996.5,2.5,2.6,999.0,99.0,99.00
2007,03,20,11,00,182,5.9,7.0,2.62,7.14,6.43,999,996.0,2.5,2.6,999.0,99.0,99.00
2007,03,20,12,00,155,6.7,8.7,2.54,7.69,6.25,999,993.9,2.6,2.6,999.0,99.0,99.00
2007,03,20,13,00,139,7.9,9.3,2.61,11.43,6.55,999,991.5,2.7,2.6,999.0,99.0,99.00
2007,03,20,14,00,155,10.8,13.1,2.56,12.12,6.27,999,988.8,3.5,2.6,999.0,99.0,99.00
2007,03,20,15,00,187,11.4,13.4,2.60,11.43,6.22,999,986.6,4.6,2.6,999.0,99.0,99.00
2007,03,20,16,00,199,11.7,14.0,2.92,11.43,5.86,999,985.2,4.6,2.6,999.0,99.0,99.00
2007,03,20,17,00,210,11.8,14.6,3.25,10.81,6.23,999,984.5,4.8,2.6,999.0,99.0,99.00
2007,03,20,18,00,208,11.9,14.3,3.22,7.14,6.12,999,984.3,4.7,2.6,999.0,99.0,99.00
2007,03,20,19,00,215,11.7,14.6,3.43,7.69,6.40,999,983.7,4.8,2.6,999.0,99.0,99.00
2007,03,20,20,00,203,11.2,14.5,3.54,9.09,6.65,999,982.8,4.7,2.6,999.0,99.0,99.00
2007,03,20,21,00,192,11.3,14.0,3.61,8.33,6.81,999,981.2,4.7,2.6,999.0,99.0,99.00
2007,03,21,00,00,213,16.2,20.5,5.36,9.09,7.21,999,976.9,4.7,2.7,999.0,99.0,99.00
2007,03,21,01,00,202,17.8,22.6,5.39,10.81,7.57,999,974.8,4.5,2.7,999.0,99.0,99.00
2007,03,21,02,00,217,17.1,24.5,6.22,10.00,7.76,999,973.0,4.0,2.7,999.0,99.0,99.00
2007,03,21,03,00,216,19.7,24.6,6.26,10.00,7.89,999,971.3,3.8,2.7,999.0,99.0,99.00
2007,03,21,04,00,228,19.6,24.6,7.08,12.12,8.44,999,971.5,3.8,2.7,999.0,99.0,99.00
2007,03,21,05,00,237,20.1,24.7,8.02,12.90,8.91,999,973.0,4.2,2.7,999.0,99.0,99.00
2007,03,21,06,00,247,17.7,22.5,8.52,13.79,9.55,999,975.9,4.0,2.7,999.0,99.0,99.00
2007,03,21,07,00,243,15.4,18.5,8.14,14.81,9.72,999,977.8,4.0,2.7,999.0,99.0,99.00
2007,03,21,08,00,247,14.2,18.2,9.64,16.00,10.35,999,979.2,3.7,2.7,999.0,99.0,99.00
2007,03,21,09,00,252,16.9,21.8,9.72,16.00,10.72,999,980.0,3.4,2.7,999.0,99.0,99.00
2007,03,21,10,00,262,17.9,23.0,9.39,14.81,10.77,999,982.2,3.0,2.7,999.0,99.0,99.00
2007,03,21,11,00,256,16.6,22.9,10.17,19.05,10.99,999,984.2,2.6,2.7,999.0,99.0,99.00
2007,03,21,12,00,261,15.2,19.6,9.94,17.39,10.96,999,986.3,2.7,2.7,999.0,99.0,99.00
2007,03,21,13,00,257,16.1,20.4,10.00,17.39,10.80,999,987.8,2.2,2.7,999.0,99.0,99.00
2007,03,21,14,00,256,17.3,22.6,8.97,17.39,10.07,999,989.5,2.6,2.7,999.0,99.0,99.00
2007,03,21,15,00,262,16.9,21.8,7.98,12.12,9.44,999,991.1,2.4,2.7,999.0,99.0,99.00
2007,03,21,16,00,261,16.0,19.4,9.09,16.00,9.83,999,992.8,2.2,2.7,999.0,99.0,99.00
2007,03,21,17,00,263,15.2,19.1,7.20,12.90,9.01,999,994.5,2.3,2.7,999.0,99.0,99.00
2007,03,21,18,00,264,14.2,18.1,6.70,12.90,8.82,999,995.9,2.4,2.7,999.0,99.0,99.00
2007,03,21,19,00,263,12.0,15.1,6.50,16.00,8.60,999,996.9,2.4,2.7,999.0,99.0,99.00
2007,03,21,20,00,258,9.4,11.8,6.25,13.79,8.46,999,997.8,2.5,2.7,999.0,99.0,99.00
2007,03,21,21,00,237,7.8,10.6,6.99,14.81,9.32,999,998.0,2.1,2.7,999.0,99.0,99.00
2007,03,21,22,00,236,9.3,12.9,5.93,13.79,8.84,999,997.9,2.6,2.7,999.0,99.0,99.00
2007,03,21,23,00,246,9.7,12.3,6.17,13.79,8.90,999,997.4,2.9,2.7,999.0,99.0,99.00
2007,03,22,00,00,251,7.0,9.4,6.17,13.79,9.08,999,997.0,2.9,2.7,999.0,99.0,99.00
2007,03,22,01,00,240,6.9,9.7,6.02,13.79,9.11,999,997.1,3.0,2.7,999.0,99.0,99.00
2007,03,22,02,00,228,5.4,7.3,5.41,13.79,8.57,999,997.2,2.9,2.7,999.0,99.0,99.00
2007,03,22,03,00,206,4.6,6.3,5.19,13.79,8.68,999,996.7,2.9,2.8,999.0,99.0,99.00
2007,03,22,04,00,190,3.4,6.2,4.43,13.79,8.36,999,996.0,2.1,2.7,999.0,99.0,99.00
2007,03,22,05,00,174,5.5,7.2,4.54,13.79,8.44,999,995.4,1.8,2.7,999.0,99.0,99.00
2007,03,22,06,00,140,5.6,7.0,4.31,13.79,8.32,999,994.2,1.4,2.7,999.0,99.0,99.00
2007,03,22,07,00,115,6.2,8.2,4.44,13.79,8.67,999,992.9,1.6,2.7,999.0,99.0,99.00
2007,03,22,08,00,92,6.5,8.8,4.18,12.90,8.14,999,991.7,1.8,2.7,999.0,99.0,99.00
2007,03,22,09,00,90,7.8,10.0,3.81,12.90,7.86,999,990.0,2.2,2.7,999.0,99.0,99.00
2007,03,22,10,00,81,7.4,9.6,3.97,12.12,7.89,999,988.2,2.4,2.7,999.0,99.0,99.00
2007,03,22,11,00,89,5.3,7.4,3.80,12.90,7.87,999,986.7,2.7,2.7,999.0,99.0,99.00
2007,03,22,12,00,143,2.7,3.6,3.35,12.12,7.53,999,985.7,3.1,2.7,999.0,99.0,99.00
2007,03,22,13,00,188,2.5,3.4,3.63,12.12,7.82,999,984.6,3.1,2.7,999.0,99.0,99.00
2007,03,22,14,00,196,1.9,2.7,3.10,12.12,7.41,999,984.0,3.0,2.7,999.0,99.0,99.00
2007,03,22,15,00,236,2.3,3.6,3.29,12.90,8.01,999,983.6,2.9,2.7,999.0,99.0,99.00
2007,03,22,16,00,264,2.3,3.3,3.23,12.90,7.99,999,983.4,2.9,2.7,999.0,99.0,99.00
2007,03,22,17,00,294,1.4,2.3,3.30,12.90,7.90,999,983.5,2.7,2.7,999.0,99.0,99.00
2007,03,22,18,00,20,3.7,5.6,2.80,12.90,7.37,999,983.7,2.2,2.7,999.0,99.0,99.00
2007,03,22,19,00,17,5.5,7.1,3.08,12.12,7.35,999,983.9,1.2,2.7,999.0,99.0,99.00
2007,03,22,20,00,7,7.7,9.8,3.29,12.90,7.42,999,984.2,1.3,2.8,999.0,99.0,99.00
2007,03,22,21,00,10,10.4,13.8,3.31,11.43,7.04,999,984.6,1.4,2.7,999.0,99.0,99.00
2007,03,22,22,00,7,11.4,13.5,3.28,11.43,6.35,999,985.2,1.2,2.7,999.0,99.0,99.00
2007,03,22,23,00,2,11.0,13.6,3.42,12.12,6.25,999,985.9,1.2,2.7,999.0,99.0,99.00
2007,03,23,00,00,1,10.6,13.3,3.18,6.67,6.16,999,986.5,1.0,2.7,999.0,99.0,99.00
2007,03,23,01,00,350,10.8,13.4,3.19,12.12,6.26,999,987.7,0.9,2.7,999.0,99.0,99.00
2007,03,23,02,00,351,10.5,12.3,3.38,12.12,6.53,999,988.9,0.7,2.7,999.0,99.0,99.00
2007,03,23,03,00,347,8.8,10.8,3.44,11.43,6.70,999,989.9,0.6,2.7,999.0,99.0,99.00
2007,03,23,04,00,334,8.4,10.2,2.87,11.43,6.16,999,990.9,0.4,2.7,999.0,99.0,99.00
2007,03,23,05,00,327,8.9,10.8,3.07,11.43,6.51,999,991.7,0.0,2.7,999.0,99.0,99.00
2007,03,23,06,00,320,7.4,9.0,2.84,7.69,6.46,999,992.7,-0.4,2.7,999.0,99.0,99.00
2007,03,23,07,00,279,5.7,7.3,2.77,11.43,6.62,999,993.5,-0.2,2.7,999.0,99.0,99.00
2007,03,23,08,00,314,6.5,8.4,2.67,7.14,6.22,999,993.9,-0.3,2.7,999.0,99.0,99.00
2007,03,23,09,00,311,6.0,7.7,2.67,11.43,6.27,999,994.2,-0.4,2.7,999.0,99.0,99.00
2007,03,23,10,00,317,4.5,5.9,2.62,7.14,6.30,999,994.4,-0.9,2.7,999.0,99.0,99.00
2007,03,23,11,00,285,3.8,5.5,2.73,10.81,6.82,999,994.6,-0.7,2.7,999.0,99.0,99.00
2007,03,23,12,00,292,3.4,4.5,2.81,10.81,7.25,999,994.5,-0.7,2.6,999.0,99.0,99.00
2007,03,23,13,00,312,3.9,5.6,3.13,10.81,7.58,999,993.9,-0.7,2.6,999.0,99.0,99.00
2007,03,23,14,00,317,2.0,3.2,2.63,10.81,7.25,999,994.3,-0.8,2.6,999.0,99.0,99.00
2007,03,23,15,00,291,1.2,2.4,2.71,11.43,7.32,999,994.4,-0.6,2.7,999.0,99.0,99.00
2007,03,23,16,00,226,0.9,2.0,2.94,11.43,7.96,999,994.6,-0.7,2.7,999.0,99.0,99.00
2007,03,23,17,00,200,1.8,3.1,2.78,10.81,7.72,999,994.6,-0.6,2.7,999.0,99.0,99.00
2007,03,23,18,00,166,0.9,2.0,2.72,10.81,7.85,999,994.8,-0.5,2.7,999.0,99.0,99.00
2007,03,23,19,00,190,0.8,1.7,2.48,10.81,7.67,999,995.0,-0.4,2.7,999.0,99.0,99.00
2007,03,23,20,00,184,1.6,2.7,2.76,10.81,7.84,999,995.1,-0.2,2.7,999.0,99.0,99.00
2007,03,23,21,00,198,1.5,2.8,2.83,10.81,7.41,999,995.5,0.0,2.8,999.0,99.0,99.00
2007,03,23,22,00,210,1.7,3.0,2.73,10.00,7.39,999,995.4,0.3,2.9,999.0,99.0,99.00
2007,03,23,23,00,324,2.8,3.9,2.80,10.00,7.43,999,995.4,-0.2,2.8,999.0,99.0,99.00
2007,03,24,00,00,317,3.3,4.4,2.57,10.81,7.29,999,995.3,0.3,2.9,999.0,99.0,99.00
2007,03,24,01,00,318,3.6,4.8,2.71,10.00,7.57,999,995.3,0.3,2.9,999.0,99.0,99.00
2007,03,24,02,00,330,4.5,5.6,2.49,9.09,7.20,999,995.5,0.3,2.9,999.0,99.0,99.00
2007,03,24,03,00,341,4.8,5.9,2.32,10.00,7.09,999,995.7,0.2,2.9,999.0,99.0,99.00
2007,03,24,04,00,325,3.8,5.2,2.27,10.81,7.09,999,996.1,0.1,2.9,999.0,99.0,99.00
2007,03,24,05,00,336,4.5,5.6,2.25,10.81,7.10,999,996.8,0.0,2.8,999.0,99.0,99.00
2007,03,24,06,00,333,4.3,5.9,2.36,10.00,7.64,999,997.5,-0.1,2.8,999.0,99.0,99.00
2007,03,24,07,00,344,4.8,6.3,2.04,10.00,7.33,999,998.1,-0.1,2.8,999.0,99.0,99.00
2007,03,24,08,00,358,3.6,4.8,2.11,9.09,7.46,999,998.6,-0.3,2.8,999.0,99.0,99.00
2007,03,24,09,00,345,3.6,4.7,2.19,9.09,7.30,999,999.2,-0.4,2.7,999.0,99.0,99.00
2007,03,24,10,00,350,3.1,5.1,2.11,8.33,6.95,999,999.9,-0.2,2.7,999.0,99.0,99.00
2007,03,24,11,00,7,5.2,6.6,2.30,10.00,7.18,999,1000.3,-0.6,2.7,999.0,99.0,99.00
2007,03,24,12,00,27,5.7,7.1,2.15,10.00,6.97,999,1000.7,-0.6,2.7,999.0,99.0,99.00
2007,03,24,13,00,11,4.6,6.1,2.32,9.09,7.01,999,1001.2,-0.5,2.7,999.0,99.0,99.00
2007,03,24,14,00,16,4.4,5.8,2.28,9.09,7.01,999,1001.6,-0.7,2.7,999.0,99.0,99.00
2007,03,24,15,00,26,4.5,6.4,2.29,10.81,7.08,999,1002.2,-1.1,2.7,999.0,99.0,99.00
2007,03,24,16,00,12,4.2,5.4,2.21,10.00,7.01,999,1002.9,-1.0,2.7,999.0,99.0,99.00
2007,03,24,17,00,11,4.5,6.0,2.09,10.00,7.08,999,1003.4,-1.0,2.7,999.0,99.0,99.00
2007,03,24,18,00,38,2.9,4.4,2.07,10.81,7.32,999,1004.0,-1.0,2.7,999.0,99.0,99.00
2007,03,24,19,00,23,3.2,4.5,2.06,11.43,7.27,999,1004.6,-0.9,2.7,999.0,99.0,99.00
2007,03,24,20,00,16,2.4,3.2,2.06,10.00,7.39,999,1005.4,-0.9,2.7,999.0,99.0,99.00
2007,03,24,21,00,344,3.8,4.8,2.10,10.81,7.61,999,1006.1,-1.7,2.8,999.0,99.0,99.00
2007,03,24,22,00,313,4.8,6.4,2.06,10.00,7.25,999,1006.6,-1.9,2.7,999.0,99.0,99.00
2007,03,24,23,00,338,6.7,8.5,1.85,10.81,6.52,999,1007.2,-1.6,2.8,999.0,99.0,99.00
2007,03,25,00,00,335,5.5,6.8,2.03,12.12,6.63,999,1007.6,-2.3,2.7,999.0,99.0,99.00
2007,03,25,01,00,311,8.3,9.7,1.94,9.09,6.29,999,1007.9,-1.2,2.7,999.0,99.0,99.00
2007,03,25,02,00,306,8.0,10.5,1.92,12.12,5.70,999,1008.5,-1.4,2.7,999.0,99.0,99.00
2007,03,25,03,00,314,7.5,8.9,2.06,12.12,5.88,999,1009.1,-1.8,2.7,999.0,99.0,99.00
2007,03,25,04,00,333,7.7,10.5,2.06,11.43,5.89,999,1010.0,-1.4,2.7,999.0,99.0,99.00
2007,03,25,05,00,329,8.2,9.9,1.94,11.43,5.61,999,1011.1,-0.8,2.7,999.0,99.0,99.00
2007,03,25,06,00,327,8.9,10.9,2.01,10.00,5.62,999,1012.3,-0.8,2.7,999.0,99.0,99.00
2007,03,25,07,00,316,8.3,10.4,2.16,11.43,5.97,999,1013.2,-0.6,2.7,999.0,99.0,99.00
2007,03,25,08,00,314,7.6,9.1,2.39,10.81,6.26,999,1013.8,-0.3,2.7,999.0,99.0,99.00
2007,03,25,09,00,295,8.3,10.6,2.29,11.43,6.27,999,1014.4,0.2,2.6,999.0,99.0,99.00
2007,03,25,10,00,283,8.2,10.2,2.26,10.81,5.96,999,1014.8,0.7,2.7,999.0,99.0,99.00
2007,03,25,11,00,263,8.3,10.0,2.27,10.81,5.99,999,1015.1,0.2,2.7,999.0,99.0,99.00
2007,03,25,12,00,280,9.0,12.4,2.23,9.09,5.78,999,1015.2,0.9,2.6,999.0,99.0,99.00
2007,03,25,13,00,269,10.3,12.2,2.35,10.81,6.20,999,1015.0,1.4,2.7,999.0,99.0,99.00
2007,03,25,14,00,261,10.5,12.5,2.20,9.09,5.45,999,1015.0,1.4,2.6,999.0,99.0,99.00
2007,03,25,15,00,279,10.8,13.4,2.45,11.43,5.47,999,1015.2,1.0,2.6,999.0,99.0,99.00
2007,03,25,16,00,267,10.8,12.5,2.68,10.81,5.68,999,1015.7,0.9,2.6,999.0,99.0,99.00
2007,03,25,17,00,283,7.5,8.6,2.52,10.81,5.72,999,1016.5,0.7,2.6,999.0,99.0,99.00
2007,03,25,18,00,283,7.7,9.4,2.69,6.67,6.02,999,1017.0,0.8,2.7,999.0,99.0,99.00
2007,03,25,19,00,278,6.8,8.2,2.49,10.00,5.96,999,1017.6,1.3,2.7,999.0,99.0,99.00
2007,03,25,20,00,268,7.6,8.9,2.42,6.67,5.99,999,1018.3,1.4,2.7,999.0,99.0,99.00
2007,03,25,21,00,263,7.4,9.9,2.44,11.43,6.01,999,1018.7,1.4,2.7,999.0,99.0,99.00
2007,03,25,22,00,262,8.2,9.9,2.23,6.25,5.85,999,1018.8,1.9,2.7,999.0,99.0,99.00
