YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2007,08,10,15,00,254,8.9,10.8,1.92,7.14,5.01,999,1021.5,12.1,11.5,999.0,99.0,99.00
2007,08,10,16,00,254,8.1,9.5,1.87,6.25,5.07,999,1021.6,12.1,11.5,999.0,99.0,99.00
2007,08,10,17,00,259,8.1,9.6,1.95,6.67,5.12,999,1021.9,12.1,11.5,999.0,99.0,99.00
2007,08,10,18,00,264,8.0,9.5,2.02,6.67,5.28,999,1022.1,12.0,11.5,999.0,99.0,99.00
2007,08,10,19,00,264,7.0,8.3,1.99,6.67,5.26,999,1022.4,12.0,11.5,999.0,99.0,99.00
2007,08,10,20,00,264,7.4,8.6,2.19,6.67,5.30,999,1022.5,12.1,11.5,999.0,99.0,99.00
2007,08,10,21,00,269,7.3,8.7,1.93,7.14,5.25,999,1022.9,12.0,11.5,999.0,99.0,99.00
2007,08,10,22,00,269,7.2,8.7,1.68,7.14,5.12,999,1023.0,12.1,11.6,999.0,99.0,99.00
2007,08,10,23,00,281,6.9,8.0,1.77,7.14,5.26,999,1023.2,12.2,11.6,999.0,99.0,99.00
2007,08,11,00,00,282,7.0,9.0,1.63,7.14,5.00,999,1023.3,12.1,11.6,999.0,99.0,99.00
2007,08,11,01,00,280,6.2,7.3,1.56,7.14,5.22,999,1023.5,12.0,11.6,999.0,99.0,99.00
2007,08,11,02,00,284,5.4,6.7,1.50,7.14,5.10,999,1023.9,11.9,11.6,999.0,99.0,99.00
2007,08,11,03,00,286,5.2,5.9,1.40,7.69,5.08,999,1024.1,12.0,11.6,999.0,99.0,99.00
2007,08,11,04,00,278,5.5,6.7,1.60,6.67,5.41,999,1024.2,11.8,11.7,999.0,99.0,99.00
2007,08,11,05,00,284,6.2,7.7,1.74,7.14,5.57,999,1024.5,11.9,11.7,999.0,99.0,99.00
2007,08,11,06,00,275,4.4,5.2,1.72,7.14,5.67,999,1024.6,11.9,11.7,999.0,99.0,99.00
2007,08,11,07,00,266,3.0,3.6,1.68,7.14,5.46,999,1025.2,11.9,11.7,999.0,99.0,99.00
2007,08,11,08,00,249,4.4,5.2,1.60,6.25,5.40,999,1025.1,12.0,11.7,999.0,99.0,99.00
2007,08,11,09,00,253,5.5,6.4,1.72,7.14,5.52,999,1025.1,12.0,11.7,999.0,99.0,99.00
2007,08,11,10,00,261,6.2,7.0,1.55,6.67,5.14,999,1025.1,12.0,11.7,999.0,99.0,99.00
2007,08,11,11,00,277,5.6,6.7,1.57,6.67,5.07,999,1025.3,12.1,11.7,999.0,99.0,99.00
2007,08,11,12,00,273,4.9,5.7,1.39,6.67,4.96,999,1025.4,12.0,11.6,999.0,99.0,99.00
2007,08,11,13,00,276,5.1,5.9,1.23,6.67,5.02,999,1025.6,12.0,11.6,999.0,99.0,99.00
2007,08,11,14,00,278,4.9,5.6,1.05,6.25,4.75,999,1025.7,12.0,11.6,999.0,99.0,99.00
2007,08,11,15,00,286,4.7,5.3,1.10,7.14,4.85,999,1026.1,12.0,11.7,999.0,99.0,99.00
2007,08,11,16,00,286,4.4,5.1,1.11,6.67,5.17,999,1026.5,12.0,11.7,999.0,99.0,99.00
2007,08,11,17,00,276,4.1,4.9,1.29,6.67,5.45,999,1026.5,12.0,11.8,999.0,99.0,99.00
2007,08,11,18,00,278,4.7,5.9,1.23,5.88,5.49,999,1026.6,12.1,11.8,999.0,99.0,99.00
2007,08,11,19,00,269,4.5,5.2,1.30,7.14,5.39,999,1026.6,12.1,11.8,999.0,99.0,99.00
2007,08,11,20,00,275,4.4,5.1,1.31,6.67,5.23,999,1026.8,12.2,11.9,999.0,99.0,99.00
2007,08,11,21,00,280,4.2,4.9,1.31,6.25,5.19,999,1026.9,12.1,11.9,999.0,99.0,99.00
2007,08,11,22,00,282,4.7,5.6,1.36,6.25,5.13,999,1027.0,12.2,11.8,999.0,99.0,99.00
2007,08,11,23,00,286,4.9,5.4,1.28,6.67,5.08,999,1027.1,12.3,11.9,999.0,99.0,99.00
2007,08,12,00,00,281,4.1,5.0,1.31,6.25,5.00,999,1027.2,12.3,11.9,999.0,99.0,99.00
2007,08,12,01,00,279,4.1,4.7,1.15,5.88,4.74,999,1027.4,12.3,12.0,999.0,99.0,99.00
2007,08,12,02,00,294,4.3,4.9,1.13,6.67,5.00,999,1027.5,12.4,12.1,999.0,99.0,99.00
2007,08,12,03,00,296,3.8,4.4,1.01,6.67,4.92,999,1027.6,12.3,12.1,999.0,99.0,99.00
2007,08,12,04,00,300,3.8,4.4,0.99,6.67,5.11,999,1027.5,12.5,12.1,999.0,99.0,99.00
2007,08,12,05,00,294,3.1,3.5,0.95,6.25,5.21,999,1027.8,12.4,12.1,999.0,99.0,99.00
2007,08,12,06,00,292,3.6,4.3,0.97,6.67,5.52,999,1027.8,12.4,12.1,999.0,99.0,99.00
2007,08,12,07,00,289,3.7,4.4,1.07,7.14,5.50,999,1028.3,12.5,12.1,999.0,99.0,99.00
2007,08,12,08,00,302,3.4,4.0,0.97,6.25,5.38,999,1028.3,12.4,12.1,999.0,99.0,99.00
2007,08,12,09,00,288,4.4,5.3,1.08,7.14,5.32,999,1028.4,12.5,12.1,999.0,99.0,99.00
2007,08,12,10,00,296,4.0,4.6,1.15,6.67,5.39,999,1028.6,12.4,12.0,999.0,99.0,99.00
2007,08,12,11,00,300,3.6,4.2,1.09,6.67,5.33,999,1028.6,12.4,12.1,999.0,99.0,99.00
2007,08,12,12,00,305,4.6,5.5,1.13,7.14,5.27,999,1028.6,12.4,12.0,999.0,99.0,99.00
2007,08,12,13,00,303,4.3,5.2,1.14,6.67,5.00,999,1028.7,12.3,12.0,999.0,99.0,99.00
2007,08,12,14,00,305,4.5,5.3,1.00,6.25,4.75,999,1029.0,12.3,12.0,999.0,99.0,99.00
2007,08,12,15,00,312,4.9,5.6,0.95,6.67,4.62,999,1029.0,12.3,12.0,999.0,99.0,99.00
2007,08,12,16,00,315,4.9,5.9,0.93,6.25,4.60,999,1029.3,12.3,12.0,999.0,99.0,99.00
2007,08,12,17,00,312,5.0,5.6,0.88,6.67,4.44,999,1029.7,12.3,12.0,999.0,99.0,99.00
2007,08,12,18,00,305,4.4,4.9,0.80,7.14,4.49,999,1029.7,12.3,12.0,999.0,99.0,99.00
2007,08,12,19,00,313,4.3,4.9,0.88,7.14,4.95,999,1030.1,12.4,12.1,999.0,99.0,99.00
2007,08,12,20,00,311,3.7,4.4,0.92,7.14,4.94,999,1030.6,12.5,12.2,999.0,99.0,99.00
2007,08,12,21,00,308,4.5,5.0,0.91,6.25,5.04,999,1030.6,12.6,12.2,999.0,99.0,99.00
2007,08,12,22,00,302,4.8,5.5,0.89,16.00,5.19,999,1030.5,12.7,12.3,999.0,99.0,99.00
2007,08,12,23,00,304,4.4,5.3,0.87,5.88,4.86,999,1030.8,12.7,12.4,999.0,99.0,99.00
2007,08,13,00,00,315,4.4,5.0,0.88,5.88,5.16,999,1031.0,12.8,12.5,999.0,99.0,99.00
2007,08,13,01,00,317,4.5,5.3,0.90,6.25,5.04,999,1031.0,12.8,12.5,999.0,99.0,99.00
2007,08,13,02,00,323,5.2,6.0,0.85,5.88,4.68,999,1031.0,12.8,12.6,999.0,99.0,99.00
2007,08,13,03,00,323,4.5,5.3,0.86,6.67,4.48,999,1030.9,12.8,12.6,999.0,99.0,99.00
2007,08,13,04,00,319,4.4,5.0,0.75,5.88,4.27,999,1030.9,12.9,12.6,999.0,99.0,99.00
2007,08,13,05,00,311,3.5,4.1,0.79,6.67,4.38,999,1030.8,12.9,12.5,999.0,99.0,99.00
2007,08,13,06,00,316,4.4,5.2,0.71,12.90,4.79,999,1031.2,12.8,12.5,999.0,99.0,99.00
2007,08,13,07,00,313,3.7,4.1,0.75,6.67,4.69,999,1031.5,12.9,12.6,999.0,99.0,99.00
2007,08,13,08,00,303,3.7,4.3,0.80,6.67,4.91,999,1031.7,12.8,12.6,999.0,99.0,99.00
2007,08,13,09,00,302,3.8,4.5,0.80,7.14,5.14,999,1032.1,12.9,12.6,999.0,99.0,99.00
2007,08,13,10,00,306,4.2,4.9,0.79,6.67,5.31,999,1032.2,12.8,12.5,999.0,99.0,99.00
2007,08,13,11,00,315,3.7,4.3,0.78,6.67,5.26,999,1032.0,12.7,12.5,999.0,99.0,99.00
2007,08,13,12,00,311,5.8,8.1,0.73,7.14,5.21,999,1031.9,13.2,12.5,999.0,99.0,99.00
2007,08,13,13,00,317,5.5,6.5,0.71,6.25,4.50,999,1031.8,13.1,12.5,999.0,99.0,99.00
2007,08,13,14,00,312,6.1,7.5,0.80,6.25,4.73,999,1031.7,13.0,12.5,999.0,99.0,99.00
2007,08,13,15,00,310,6.6,7.7,0.82,7.69,4.30,999,1031.9,12.6,12.4,999.0,99.0,99.00
2007,08,13,16,00,318,5.6,7.0,0.89,6.25,4.33,999,1032.3,12.4,12.4,999.0,99.0,99.00
2007,08,13,17,00,309,4.9,5.7,0.83,6.67,4.23,999,1032.3,12.6,12.4,999.0,99.0,99.00
2007,08,13,18,00,308,4.3,5.0,0.86,8.33,4.44,999,1032.7,13.0,12.4,999.0,99.0,99.00
2007,08,13,19,00,307,2.0,2.3,0.86,7.69,5.26,999,1032.9,12.9,12.5,999.0,99.0,99.00
2007,08,13,20,00,290,1.3,1.7,0.92,7.69,5.37,999,1032.9,12.9,12.5,999.0,99.0,99.00
2007,08,13,21,00,292,3.6,4.6,0.92,6.67,5.56,999,1032.7,13.3,12.6,999.0,99.0,99.00
2007,08,13,22,00,260,2.7,3.1,0.93,6.25,5.47,999,1032.7,13.1,12.8,999.0,99.0,99.00
2007,08,13,23,00,250,3.3,3.9,1.00,9.09,6.11,999,1032.4,12.8,13.0,999.0,99.0,99.00
2007,08,14,00,00,251,3.5,4.5,1.02,7.69,6.17,999,1032.2,12.9,13.0,999.0,99.0,99.00
2007,08,14,01,00,236,3.6,4.1,1.09,8.33,5.89,999,1032.0,13.4,13.1,999.0,99.0,99.00
2007,08,14,02,00,237,4.0,4.6,1.08,8.33,6.10,999,1032.0,13.3,13.1,999.0,99.0,99.00
2007,08,14,03,00,252,5.2,7.1,0.93,8.33,5.50,999,1031.8,13.4,12.9,999.0,99.0,99.00
2007,08,14,04,00,260,6.8,8.3,0.91,6.67,4.96,999,1031.5,13.2,12.8,999.0,99.0,99.00
2007,08,14,05,00,259,6.2,7.2,0.84,8.33,4.13,999,1031.2,12.7,12.8,999.0,99.0,99.00
2007,08,14,06,00,244,4.8,5.7,1.07,8.33,5.15,999,1031.0,12.8,12.9,999.0,99.0,99.00
2007,08,14,07,00,242,6.7,8.2,0.97,9.09,4.94,999,1030.8,13.2,12.7,999.0,99.0,99.00
2007,08,14,08,00,246,6.8,7.9,1.23,8.33,4.96,999,1030.5,13.1,12.8,999.0,99.0,99.00
2007,08,14,09,00,249,5.8,6.7,1.25,8.33,5.17,999,1030.4,13.0,12.7,999.0,99.0,99.00
2007,08,14,10,00,251,5.9,7.5,1.33,9.09,5.60,999,1029.9,13.0,12.5,999.0,99.0,99.00
2007,08,14,11,00,246,5.5,6.5,1.28,10.00,5.38,999,1029.4,12.9,12.5,999.0,99.0,99.00
2007,08,14,12,00,249,6.2,7.1,1.53,10.00,5.73,999,1029.0,12.9,12.4,999.0,99.0,99.00
2007,08,14,13,00,249,5.5,6.4,1.56,9.09,5.62,999,1028.7,12.8,12.4,999.0,99.0,99.00
2007,08,14,14,00,246,5.7,6.6,1.57,8.33,5.37,999,1028.1,12.8,12.4,999.0,99.0,99.00
2007,08,14,15,00,255,6.4,7.5,1.45,10.00,5.39,999,1027.7,12.8,12.4,999.0,99.0,99.00
2007,08,14,16,00,255,6.0,7.0,1.29,9.09,5.08,999,1027.6,12.7,12.4,999.0,99.0,99.00
2007,08,14,17,00,269,6.1,7.2,1.26,9.09,4.96,999,1027.6,12.6,12.5,999.0,99.0,99.00
2007,08,14,18,00,283,5.1,5.9,1.23,9.09,5.23,999,1027.3,12.6,12.5,999.0,99.0,99.00
2007,08,14,19,00,297,5.5,7.0,1.27,8.33,5.52,999,1027.1,12.6,12.4,999.0,99.0,99.00
2007,08,14,20,00,311,7.5,8.8,1.29,6.67,5.17,999,1027.1,11.9,12.5,999.0,99.0,99.00
2007,08,14,21,00,295,6.7,7.9,1.41,9.09,4.97,999,1026.9,11.6,12.4,999.0,99.0,99.00
2007,08,14,22,00,302,7.4,8.6,1.47,9.09,4.96,999,1026.7,11.7,12.4,999.0,99.0,99.00
2007,08,14,23,00,294,6.4,7.5,1.50,7.69,5.17,999,1026.3,12.1,12.4,999.0,99.0,99.00
2007,08,15,00,00,293,6.4,8.5,1.54,8.33,5.35,999,1025.9,12.4,12.4,999.0,99.0,99.00
2007,08,15,01,00,304,6.9,8.5,1.41,8.33,5.00,999,1025.6,12.5,12.4,999.0,99.0,99.00
2007,08,15,02,00,296,7.4,8.8,1.48,5.88,5.00,999,1025.3,12.6,12.5,999.0,99.0,99.00
2007,08,15,03,00,299,6.5,7.5,1.37,7.69,4.82,999,1025.0,12.6,12.5,999.0,99.0,99.00
2007,08,15,04,00,301,7.4,9.5,1.43,5.00,4.69,999,1024.5,12.5,12.5,999.0,99.0,99.00
2007,08,15,05,00,306,8.2,10.8,1.41,9.09,4.54,999,1024.2,12.4,12.5,999.0,99.0,99.00
2007,08,15,06,00,295,7.4,8.8,1.31,9.09,4.33,999,1023.9,12.4,12.5,999.0,99.0,99.00
2007,08,15,07,00,293,7.7,9.0,1.32,8.33,4.65,999,1024.0,12.2,12.5,999.0,99.0,99.00
2007,08,15,08,00,295,7.2,9.0,1.42,8.33,4.69,999,1023.7,12.3,12.4,999.0,99.0,99.00
2007,08,15,09,00,293,6.0,7.2,1.38,8.33,4.61,999,1023.4,12.3,12.4,999.0,99.0,99.00
2007,08,15,10,00,290,8.3,9.7,1.49,5.56,4.77,999,1022.7,12.4,12.5,999.0,99.0,99.00
2007,08,15,11,00,287,7.6,9.4,1.51,5.88,4.88,999,1022.4,12.4,12.5,999.0,99.0,99.00
2007,08,15,12,00,289,6.6,8.1,1.69,5.56,4.94,999,1021.8,12.4,12.5,999.0,99.0,99.00
2007,08,15,13,00,298,7.4,8.7,1.54,5.56,4.87,999,1021.3,12.4,12.5,999.0,99.0,99.00
2007,08,15,14,00,289,8.6,11.0,1.56,6.67,4.82,999,1020.9,12.3,12.5,999.0,99.0,99.00
2007,08,15,15,00,293,5.3,6.5,1.58,5.56,4.96,999,1020.9,12.3,12.4,999.0,99.0,99.00
2007,08,15,16,00,296,5.5,7.1,1.60,6.25,4.92,999,1020.5,12.3,12.4,999.0,99.0,99.00
2007,08,15,17,00,297,7.1,8.6,1.49,6.25,4.80,999,1020.3,12.2,12.4,999.0,99.0,99.00
2007,08,15,18,00,304,7.3,8.8,1.51,6.25,4.88,999,1019.9,12.5,12.4,999.0,99.0,99.00
2007,08,15,19,00,284,5.9,7.3,1.50,6.25,4.79,999,1019.5,12.5,12.4,999.0,99.0,99.00
2007,08,15,20,00,292,6.1,7.2,1.42,5.88,4.87,999,1019.5,12.4,12.4,999.0,99.0,99.00
2007,08,15,21,00,293,6.6,8.0,1.36,6.67,4.74,999,1019.2,12.4,12.4,999.0,99.0,99.00
2007,08,15,22,00,303,5.2,6.1,1.38,5.88,4.92,999,1019.0,12.5,12.4,999.0,99.0,99.00
2007,08,15,23,00,323,5.2,6.1,1.34,5.56,4.88,999,1018.6,12.2,12.4,999.0,99.0,99.00
2007,08,16,00,00,299,5.9,7.2,1.37,5.88,4.85,999,1018.4,12.0,12.5,999.0,99.0,99.00
2007,08,16,01,00,295,5.1,6.3,1.22,6.25,4.86,999,1017.9,12.0,12.5,999.0,99.0,99.00
2007,08,16,02,00,296,5.3,6.1,1.31,6.25,4.95,999,1017.7,12.4,12.5,999.0,99.0,99.00
2007,08,16,03,00,312,5.4,6.8,1.18,6.25,4.78,999,1017.4,12.4,12.5,999.0,99.0,99.00
2007,08,16,04,00,311,5.0,6.2,1.13,5.88,4.79,999,1017.2,12.4,12.5,999.0,99.0,99.00
2007,08,16,05,00,314,4.5,5.4,1.18,5.88,4.94,999,1017.1,12.3,12.5,999.0,99.0,99.00
2007,08,16,06,00,319,4.3,5.0,1.18,6.25,4.90,999,1017.1,12.4,12.5,999.0,99.0,99.00
2007,08,16,07,00,312,3.7,4.2,1.08,5.56,4.87,999,1017.2,12.3,12.5,999.0,99.0,99.00
2007,08,16,08,00,302,2.5,3.2,1.13,6.25,5.13,999,1017.0,12.2,12.5,999.0,99.0,99.00
2007,08,16,09,00,288,3.2,3.9,1.20,6.25,5.20,999,1017.0,12.4,12.5,999.0,99.0,99.00
2007,08,16,10,00,268,3.5,4.2,0.99,5.56,4.97,999,1016.8,12.4,12.4,999.0,99.0,99.00
2007,08,16,11,00,280,4.5,5.2,0.99,6.25,5.07,999,1016.3,12.3,12.4,999.0,99.0,99.00
2007,08,16,12,00,272,3.9,5.4,1.07,5.56,5.14,999,1015.9,12.2,12.4,999.0,99.0,99.00
2007,08,16,13,00,271,3.9,4.7,1.03,5.56,4.90,999,1015.6,12.1,12.4,999.0,99.0,99.00
2007,08,16,14,00,286,3.7,4.6,0.94,5.26,4.95,999,1015.3,12.1,12.4,999.0,99.0,99.00
2007,08,16,15,00,285,4.1,5.0,0.97,13.79,4.83,999,1014.9,12.1,12.4,999.0,99.0,99.00
2007,08,16,16,00,298,3.9,4.3,0.94,6.25,4.73,999,1014.8,12.0,12.5,999.0,99.0,99.00
2007,08,16,17,00,274,3.4,4.0,0.87,5.56,4.70,999,1014.9,12.1,12.5,999.0,99.0,99.00
2007,08,16,18,00,277,2.9,3.8,0.87,5.88,4.85,999,1014.9,12.0,12.5,999.0,99.0,99.00
2007,08,16,19,00,247,5.1,6.0,0.87,5.56,4.78,999,1014.6,11.9,12.5,999.0,99.0,99.00
2007,08,16,20,00,266,2.6,3.5,0.85,5.56,4.92,999,1014.4,12.0,12.5,999.0,99.0,99.00
2007,08,16,21,00,212,3.4,3.9,0.84,5.26,5.22,999,1014.2,12.0,12.5,999.0,99.0,99.00
2007,08,16,22,00,245,4.6,5.2,0.86,12.90,5.48,999,1013.7,12.1,12.5,999.0,99.0,99.00
2007,08,16,23,00,224,3.6,4.3,0.86,5.88,4.86,999,1013.3,12.2,12.6,999.0,99.0,99.00
2007,08,17,00,00,213,4.6,5.9,0.81,5.26,4.76,999,1012.6,12.1,12.6,999.0,99.0,99.00
2007,08,17,01,00,207,5.4,6.0,0.80,5.88,4.43,999,1012.1,11.9,12.6,999.0,99.0,99.00
2007,08,17,02,00,183,5.8,6.9,0.79,4.55,4.29,999,1011.4,11.4,12.6,999.0,99.0,99.00
2007,08,17,03,00,180,6.1,7.3,0.79,5.26,3.84,999,1010.7,11.8,12.6,999.0,99.0,99.00
2007,08,17,04,00,180,7.0,8.6,0.82,4.35,3.76,999,1010.0,12.0,12.6,999.0,99.0,99.00
2007,08,17,05,00,171,6.9,8.6,0.88,11.43,3.95,999,1009.1,12.2,12.6,999.0,99.0,99.00
2007,08,17,06,00,167,7.0,8.4,0.99,4.00,3.83,999,1008.6,12.3,12.5,999.0,99.0,99.00
2007,08,17,07,00,156,7.1,8.8,1.00,4.00,3.84,999,1007.7,12.4,12.5,999.0,99.0,99.00
2007,08,17,08,00,153,8.1,9.6,0.92,4.35,3.92,999,1006.5,12.4,12.5,999.0,99.0,99.00
2007,08,17,09,00,142,8.4,9.7,1.02,4.00,3.95,999,1005.0,12.5,12.6,999.0,99.0,99.00
2007,08,17,10,00,144,9.2,11.0,1.25,4.76,4.23,999,1003.9,12.5,12.6,999.0,99.0,99.00
2007,08,17,11,00,142,9.7,11.5,1.38,4.76,4.20,999,1002.6,12.5,12.5,999.0,99.0,99.00
2007,08,17,12,00,134,10.9,12.8,1.44,4.76,4.18,999,1000.4,12.5,12.5,999.0,99.0,99.00
2007,08,17,13,00,126,11.9,14.0,1.72,5.00,4.30,999,998.1,12.6,12.5,999.0,99.0,99.00
2007,08,17,14,00,124,10.7,12.5,1.73,5.26,4.33,999,997.0,12.5,12.5,999.0,99.0,99.00
2007,08,17,15,00,115,10.2,12.1,1.77,5.00,4.29,999,995.6,12.5,12.5,999.0,99.0,99.00
2007,08,17,16,00,116,9.8,11.6,1.71,5.26,4.34,999,994.6,12.6,12.5,999.0,99.0,99.00
2007,08,17,17,00,104,8.8,10.1,1.75,5.56,4.54,999,994.0,12.5,12.5,999.0,99.0,99.00
2007,08,17,18,00,100,9.1,10.6,1.81,5.56,4.56,999,993.4,12.5,12.5,999.0,99.0,99.00
2007,08,17,19,00,96,8.7,10.0,1.70,5.88,4.66,999,993.0,12.5,12.5,999.0,99.0,99.00
2007,08,17,20,00,97,7.4,8.6,1.72,5.56,4.77,999,992.9,12.5,12.5,999.0,99.0,99.00
2007,08,17,21,00,87,6.9,8.1,1.75,5.88,4.88,999,993.0,12.5,12.5,999.0,99.0,99.00
2007,08,17,22,00,80,6.3,7.2,1.72,5.88,4.90,999,992.9,12.5,12.5,999.0,99.0,99.00
2007,08,17,23,00,73,5.5,6.7,1.64,5.88,5.00,999,993.1,12.5,12.6,999.0,99.0,99.00
2007,08,18,00,00,66,5.4,6.3,1.76,6.25,5.15,999,993.1,12.5,12.6,999.0,99.0,99.00
2007,08,18,01,00,63,5.2,6.1,1.82,6.25,5.15,999,993.3,12.5,12.6,999.0,99.0,99.00
2007,08,18,02,00,66,5.1,6.1,1.91,6.25,5.27,999,993.5,12.5,12.6,999.0,99.0,99.00
2007,08,18,03,00,72,5.4,6.5,1.93,6.67,5.37,999,993.4,12.5,12.7,999.0,99.0,99.00
2007,08,18,04,00,71,5.2,6.1,2.10,7.14,5.62,999,993.6,12.4,12.7,999.0,99.0,99.00
2007,08,18,05,00,76,4.5,5.7,2.36,7.14,5.94,999,993.6,12.3,12.6,999.0,99.0,99.00
2007,08,18,06,00,85,2.6,3.5,2.39,7.69,6.00,999,993.9,12.1,12.6,999.0,99.0,99.00
2007,08,18,07,00,85,0.4,1.1,2.47,7.69,6.12,999,993.9,12.0,12.6,999.0,99.0,99.00
2007,08,18,08,00,236,2.5,3.5,2.38,7.69,6.24,999,994.0,12.1,12.6,999.0,99.0,99.00
2007,08,18,09,00,244,3.9,4.9,2.43,8.33,6.34,999,993.4,12.0,12.6,999.0,99.0,99.00
2007,08,18,10,00,246,5.6,6.6,2.26,7.14,6.34,999,993.4,11.9,12.6,999.0,99.0,99.00
2007,08,18,11,00,244,6.8,8.7,2.41,8.33,6.36,999,993.9,12.0,12.6,999.0,99.0,99.00
2007,08,18,12,00,246,6.9,8.7,2.54,8.33,6.49,999,993.6,12.5,12.6,999.0,99.0,99.00
2007,08,18,13,00,242,7.7,8.9,2.23,8.33,6.27,999,993.5,12.4,12.6,999.0,99.0,99.00
2007,08,18,14,00,239,8.1,9.7,2.24,7.69,5.95,999,993.8,12.4,12.6,999.0,99.0,99.00
2007,08,18,15,00,247,6.6,7.9,2.34,8.33,5.99,999,993.8,12.3,12.6,999.0,99.0,99.00
2007,08,18,16,00,220,6.6,8.0,2.16,7.69,5.81,999,993.9,12.5,12.6,999.0,99.0,99.00
2007,08,18,17,00,214,6.7,8.4,2.06,7.69,5.93,999,993.9,12.5,12.6,999.0,99.0,99.00
2007,08,18,18,00,220,6.9,8.4,2.11,7.69,5.81,999,993.7,12.7,12.6,999.0,99.0,99.00
2007,08,18,19,00,252,8.9,12.1,2.03,7.69,5.70,999,993.9,12.9,12.6,999.0,99.0,99.00
2007,08,18,20,00,264,10.9,13.3,2.27,7.69,5.56,999,994.8,12.8,12.5,999.0,99.0,99.00
2007,08,18,21,00,265,9.6,11.6,2.32,7.14,5.31,999,995.5,13.1,12.5,999.0,99.0,99.00
2007,08,18,22,00,262,9.8,12.2,2.48,8.33,5.45,999,996.1,13.0,12.6,999.0,99.0,99.00
2007,08,18,23,00,246,8.7,10.9,2.64,8.33,5.68,999,996.2,12.9,12.6,999.0,99.0,99.00
2007,08,19,00,00,242,9.4,11.3,2.67,8.33,5.82,999,996.3,12.9,12.7,999.0,99.0,99.00
2007,08,19,01,00,228,8.0,9.4,2.57,7.69,5.89,999,996.2,12.9,12.7,999.0,99.0,99.00
2007,08,19,02,00,220,8.0,9.4,2.51,8.33,5.75,999,995.8,12.9,12.7,999.0,99.0,99.00
2007,08,19,03,00,216,8.7,10.3,2.42,7.14,5.59,999,995.6,13.1,12.7,999.0,99.0,99.00
2007,08,19,04,00,209,8.4,10.1,2.25,7.14,5.40,999,995.1,12.9,12.7,999.0,99.0,99.00
2007,08,19,05,00,197,8.7,10.5,2.37,6.67,5.66,999,994.3,13.0,12.7,999.0,99.0,99.00
2007,08,19,06,00,208,9.5,11.0,2.42,7.69,5.67,999,994.1,13.1,12.7,999.0,99.0,99.00
2007,08,19,07,00,209,10.4,12.5,2.27,8.33,5.44,999,993.8,12.9,12.7,999.0,99.0,99.00
2007,08,19,08,00,215,10.5,12.3,2.51,9.09,5.52,999,993.6,12.8,12.6,999.0,99.0,99.00
2007,08,19,09,00,222,10.7,13.5,2.62,9.09,5.78,999,993.4,12.9,12.6,999.0,99.0,99.00
2007,08,19,10,00,231,10.2,11.8,2.70,8.33,5.66,999,993.5,12.6,12.6,999.0,99.0,99.00
2007,08,19,11,00,234,10.1,12.5,2.92,8.33,5.89,999,993.4,12.6,12.5,999.0,99.0,99.00
2007,08,19,12,00,234,9.4,11.6,2.91,8.33,5.87,999,993.5,12.4,12.5,999.0,99.0,99.00
2007,08,19,13,00,246,9.7,11.8,3.62,8.33,6.37,999,993.8,12.6,12.4,999.0,99.0,99.00
2007,08,19,14,00,244,8.4,10.0,3.12,9.09,6.20,999,994.1,12.5,12.4,999.0,99.0,99.00
2007,08,19,15,00,247,9.0,10.8,3.23,8.33,6.44,999,994.5,12.5,12.4,999.0,99.0,99.00
2007,08,19,16,00,253,7.7,9.4,3.44,8.33,6.65,999,995.2,12.4,12.4,999.0,99.0,99.00
2007,08,19,17,00,246,7.3,9.0,3.15,10.00,6.85,999,995.7,12.4,12.3,999.0,99.0,99.00
2007,08,19,18,00,241,6.9,9.1,3.18,10.00,7.15,999,996.3,12.5,12.3,999.0,99.0,99.00
2007,08,19,19,00,245,6.8,8.3,3.06,9.09,6.96,999,996.7,12.4,12.4,999.0,99.0,99.00
2007,08,19,20,00,233,5.9,8.0,2.67,10.00,6.80,999,997.2,12.5,12.4,999.0,99.0,99.00
2007,08,19,21,00,233,6.6,8.1,2.67,10.00,6.75,999,997.4,12.5,12.4,999.0,99.0,99.00
2007,08,19,22,00,231,6.6,8.5,2.94,10.81,7.15,999,997.9,12.6,12.5,999.0,99.0,99.00
2007,08,19,23,00,235,6.6,7.8,3.05,9.09,6.88,999,998.2,12.3,12.5,999.0,99.0,99.00
2007,08,20,00,00,237,7.5,9.2,3.82,10.00,7.68,999,998.8,12.3,12.5,999.0,99.0,99.00
2007,08,20,01,00,245,7.6,9.5,4.05,10.00,7.78,999,999.1,12.4,12.5,999.0,99.0,99.00
2007,08,20,02,00,244,7.4,9.1,4.27,10.81,7.57,999,999.3,12.7,12.5,999.0,99.0,99.00
2007,08,20,03,00,242,7.5,9.4,4.13,10.81,7.43,999,999.8,12.7,12.5,999.0,99.0,99.00
2007,08,20,04,00,240,7.4,9.3,4.00,10.81,7.38,999,999.9,12.5,12.5,999.0,99.0,99.00
2007,08,20,05,00,243,7.1,9.0,3.57,10.81,7.43,999,1000.3,12.2,12.5,999.0,99.0,99.00
2007,08,20,06,00,239,7.6,9.3,3.21,11.43,7.23,999,1000.9,12.4,12.5,999.0,99.0,99.00
2007,08,20,07,00,238,6.6,8.0,2.98,10.81,7.08,999,1001.3,12.3,12.5,999.0,99.0,99.00
